scenario,section,left,right,method,observations,correlation
null_alpha,anchored_axes,anchored_competitive_defensibility,anchored_go_to_market_efficiency,spearman,56721,-0.0038882470077137
null_alpha,anchored_axes,anchored_competitive_defensibility,anchored_unit_economics_profit_quality,spearman,56721,-0.0143392519583359
null_alpha,anchored_axes,anchored_competitive_defensibility,anchored_scalability_capital_efficiency,spearman,56721,0.0246291652962136
null_alpha,anchored_axes,anchored_innovation_intensity,anchored_innovation_intensity,spearman,59718,1.0
null_alpha,anchored_axes,anchored_innovation_intensity,anchored_go_to_market_efficiency,spearman,56721,0.080754131813713
null_alpha,anchored_axes,anchored_innovation_intensity,anchored_unit_economics_profit_quality,spearman,56721,0.2100691250914458
null_alpha,anchored_axes,anchored_innovation_intensity,anchored_scalability_capital_efficiency,spearman,56721,0.1325327311160289
null_alpha,anchored_axes,anchored_go_to_market_efficiency,anchored_go_to_market_efficiency,spearman,56721,1.0
null_alpha,anchored_axes,anchored_go_to_market_efficiency,anchored_unit_economics_profit_quality,spearman,56721,0.6290083672029224
null_alpha,anchored_axes,anchored_go_to_market_efficiency,anchored_scalability_capital_efficiency,spearman,56721,0.4850328364896297
null_alpha,anchored_axes,anchored_unit_economics_profit_quality,anchored_unit_economics_profit_quality,spearman,56721,1.0
null_alpha,anchored_axes,anchored_unit_economics_profit_quality,anchored_scalability_capital_efficiency,spearman,56721,0.5665800621915034
null_alpha,anchored_axes,anchored_scalability_capital_efficiency,anchored_scalability_capital_efficiency,spearman,56721,1.0
migration_alpha,relative_axes,relative_demand_strength_pricing_power,relative_demand_strength_pricing_power,spearman,52951,1.0
migration_alpha,relative_axes,relative_demand_strength_pricing_power,relative_competitive_defensibility,spearman,52951,-0.0041018945349895
migration_alpha,relative_axes,relative_demand_strength_pricing_power,relative_innovation_intensity,spearman,52951,0.0811589637045846
migration_alpha,relative_axes,relative_demand_strength_pricing_power,relative_go_to_market_efficiency,spearman,52951,0.4558605736741647
migration_alpha,relative_axes,relative_demand_strength_pricing_power,relative_unit_economics_profit_quality,spearman,52951,0.5306473385347967
migration_alpha,relative_axes,relative_demand_strength_pricing_power,relative_scalability_capital_efficiency,spearman,52951,0.3364669145070591
migration_alpha,relative_axes,relative_competitive_defensibility,relative_competitive_defensibility,spearman,58902,1.0
migration_alpha,relative_axes,relative_competitive_defensibility,relative_innovation_intensity,spearman,58902,-0.0356328716551105
migration_alpha,relative_axes,relative_competitive_defensibility,relative_go_to_market_efficiency,spearman,55900,0.0011878094687252
migration_alpha,relative_axes,relative_competitive_defensibility,relative_unit_economics_profit_quality,spearman,55900,0.0003297509267712
migration_alpha,relative_axes,relative_competitive_defensibility,relative_scalability_capital_efficiency,spearman,55900,0.0027246039098931
migration_alpha,relative_axes,relative_innovation_intensity,relative_innovation_intensity,spearman,58902,1.0
migration_alpha,relative_axes,relative_innovation_intensity,relative_go_to_market_efficiency,spearman,55900,0.0692216406929503
migration_alpha,relative_axes,relative_innovation_intensity,relative_unit_economics_profit_quality,spearman,55900,0.188477390848409
migration_alpha,relative_axes,relative_innovation_intensity,relative_scalability_capital_efficiency,spearman,55900,0.1018654543906999
migration_alpha,relative_axes,relative_go_to_market_efficiency,relative_go_to_market_efficiency,spearman,55900,1.0
migration_alpha,relative_axes,relative_go_to_market_efficiency,relative_unit_economics_profit_quality,spearman,55900,0.6208917355088289
migration_alpha,relative_axes,relative_go_to_market_efficiency,relative_scalability_capital_efficiency,spearman,55900,0.4805569073558635
migration_alpha,relative_axes,relative_unit_economics_profit_quality,relative_unit_economics_profit_quality,spearman,55900,1.0
migration_alpha,relative_axes,relative_unit_economics_profit_quality,relative_scalability_capital_efficiency,spearman,55900,0.5507251976327189
migration_alpha,relative_axes,relative_scalability_capital_efficiency,relative_scalability_capital_efficiency,spearman,55900,1.0
migration_alpha,anchored_axes,anchored_demand_strength_pricing_power,anchored_demand_strength_pricing_power,spearman,52776,1.0
migration_alpha,anchored_axes,anchored_demand_strength_pricing_power,anchored_competitive_defensibility,spearman,52776,-0.0250191020527154
migration_alpha,anchored_axes,anchored_demand_strength_pricing_power,anchored_innovation_intensity,spearman,52776,0.0843215717640368
migration_alpha,anchored_axes,anchored_demand_strength_pricing_power,anchored_go_to_market_efficiency,spearman,52776,0.4599148565882812
migration_alpha,anchored_axes,anchored_demand_strength_pricing_power,anchored_unit_economics_profit_quality,spearman,52776,0.524585619078678
migration_alpha,anchored_axes,anchored_demand_strength_pricing_power,anchored_scalability_capital_efficiency,spearman,52776,0.337747241373332
migration_alpha,anchored_axes,anchored_competitive_defensibility,anchored_competitive_defensibility,spearman,58718,1.0
migration_alpha,anchored_axes,anchored_competitive_defensibility,anchored_innovation_intensity,spearman,58718,0.0131530236541724
migration_alpha,anchored_axes,anchored_competitive_defensibility,anchored_go_to_market_efficiency,spearman,55721,-0.025958110722402
migration_alpha,anchored_axes,anchored_competitive_defensibility,anchored_unit_economics_profit_quality,spearman,55721,-0.0082724571774149
migration_alpha,anchored_axes,anchored_competitive_defensibility,anchored_scalability_capital_efficiency,spearman,55721,0.0064713106347052
migration_alpha,anchored_axes,anchored_innovation_intensity,anchored_innovation_intensity,spearman,58718,1.0
migration_alpha,anchored_axes,anchored_innovation_intensity,anchored_go_to_market_efficiency,spearman,55721,0.0705987852803502
migration_alpha,anchored_axes,anchored_innovation_intensity,anchored_unit_economics_profit_quality,spearman,55721,0.1877070656963365
migration_alpha,anchored_axes,anchored_innovation_intensity,anchored_scalability_capital_efficiency,spearman,55721,0.1119646372330823
migration_alpha,anchored_axes,anchored_go_to_market_efficiency,anchored_go_to_market_efficiency,spearman,55721,1.0
migration_alpha,anchored_axes,anchored_go_to_market_efficiency,anchored_unit_economics_profit_quality,spearman,55721,0.6222680267053868
migration_alpha,anchored_axes,anchored_go_to_market_efficiency,anchored_scalability_capital_efficiency,spearman,55721,0.4776638594913946
migration_alpha,anchored_axes,anchored_unit_economics_profit_quality,anchored_unit_economics_profit_quality,spearman,55721,1.0
migration_alpha,anchored_axes,anchored_unit_economics_profit_quality,anchored_scalability_capital_efficiency,spearman,55721,0.5528623234797375
migration_alpha,anchored_axes,anchored_scalability_capital_efficiency,anchored_scalability_capital_efficiency,spearman,55721,1.0
regime_shift,relative_axes,relative_demand_strength_pricing_power,relative_demand_strength_pricing_power,spearman,52272,1.0
regime_shift,relative_axes,relative_demand_strength_pricing_power,relative_competitive_defensibility,spearman,52272,-0.0063219472964252
regime_shift,relative_axes,relative_demand_strength_pricing_power,relative_innovation_intensity,spearman,52272,0.075919444422964
regime_shift,relative_axes,relative_demand_strength_pricing_power,relative_go_to_market_efficiency,spearman,52272,0.465999077733661
regime_shift,relative_axes,relative_demand_strength_pricing_power,relative_unit_economics_profit_quality,spearman,52272,0.5472643708936463
regime_shift,relative_axes,relative_demand_strength_pricing_power,relative_scalability_capital_efficiency,spearman,52272,0.3426481826391265
regime_shift,relative_axes,relative_competitive_defensibility,relative_competitive_defensibility,spearman,58219,1.0
regime_shift,relative_axes,relative_competitive_defensibility,relative_innovation_intensity,spearman,58219,-0.0085092440760409
regime_shift,relative_axes,relative_competitive_defensibility,relative_go_to_market_efficiency,spearman,55206,0.004114924677819
regime_shift,relative_axes,relative_competitive_defensibility,relative_unit_economics_profit_quality,spearman,55206,-0.0040013641616928
regime_shift,relative_axes,relative_competitive_defensibility,relative_scalability_capital_efficiency,spearman,55206,0.001620842139934
regime_shift,relative_axes,relative_innovation_intensity,relative_innovation_intensity,spearman,58219,0.9999999999999998
regime_shift,relative_axes,relative_innovation_intensity,relative_go_to_market_efficiency,spearman,55206,0.0776217690371507
regime_shift,relative_axes,relative_innovation_intensity,relative_unit_economics_profit_quality,spearman,55206,0.2011539144713475
regime_shift,relative_axes,relative_innovation_intensity,relative_scalability_capital_efficiency,spearman,55206,0.133892427119119
regime_shift,relative_axes,relative_go_to_market_efficiency,relative_go_to_market_efficiency,spearman,55206,1.0
regime_shift,relative_axes,relative_go_to_market_efficiency,relative_unit_economics_profit_quality,spearman,55206,0.6200546694730551
regime_shift,relative_axes,relative_go_to_market_efficiency,relative_scalability_capital_efficiency,spearman,55206,0.4753765238880843
regime_shift,relative_axes,relative_unit_economics_profit_quality,relative_unit_economics_profit_quality,spearman,55206,1.0
regime_shift,relative_axes,relative_unit_economics_profit_quality,relative_scalability_capital_efficiency,spearman,55206,0.5527886298642407
regime_shift,relative_axes,relative_scalability_capital_efficiency,relative_scalability_capital_efficiency,spearman,55206,1.0
regime_shift,anchored_axes,anchored_demand_strength_pricing_power,anchored_demand_strength_pricing_power,spearman,52102,1.0
regime_shift,anchored_axes,anchored_demand_strength_pricing_power,anchored_competitive_defensibility,spearman,52102,-0.0075000994413092
regime_shift,anchored_axes,anchored_demand_strength_pricing_power,anchored_innovation_intensity,spearman,52102,0.0768064479865653
regime_shift,anchored_axes,anchored_demand_strength_pricing_power,anchored_go_to_market_efficiency,spearman,52102,0.4736142351984938
regime_shift,anchored_axes,anchored_demand_strength_pricing_power,anchored_unit_economics_profit_quality,spearman,52102,0.5491218597860904
regime_shift,anchored_axes,anchored_demand_strength_pricing_power,anchored_scalability_capital_efficiency,spearman,52102,0.3498990452229901
regime_shift,anchored_axes,anchored_competitive_defensibility,anchored_competitive_defensibility,spearman,58042,1.0
regime_shift,anchored_axes,anchored_competitive_defensibility,anchored_innovation_intensity,spearman,58042,-0.0103721468536305
regime_shift,anchored_axes,anchored_competitive_defensibility,anchored_go_to_market_efficiency,spearman,55047,0.0231316558741453
regime_shift,anchored_axes,anchored_competitive_defensibility,anchored_unit_economics_profit_quality,spearman,55047,0.0108883999138632
regime_shift,anchored_axes,anchored_competitive_defensibility,anchored_scalability_capital_efficiency,spearman,55047,-0.0189395863653779
regime_shift,anchored_axes,anchored_innovation_intensity,anchored_innovation_intensity,spearman,58042,1.0
regime_shift,anchored_axes,anchored_innovation_intensity,anchored_go_to_market_efficiency,spearman,55047,0.0804512875552463
regime_shift,anchored_axes,anchored_innovation_intensity,anchored_unit_economics_profit_quality,spearman,55047,0.2096117650393957
regime_shift,anchored_axes,anchored_innovation_intensity,anchored_scalability_capital_efficiency,spearman,55047,0.14578123604326
regime_shift,anchored_axes,anchored_go_to_market_efficiency,anchored_go_to_market_efficiency,spearman,55047,1.0
regime_shift,anchored_axes,anchored_go_to_market_efficiency,anchored_unit_economics_profit_quality,spearman,55047,0.623473827164315
regime_shift,anchored_axes,anchored_go_to_market_efficiency,anchored_scalability_capital_efficiency,spearman,55047,0.4759970894300959
regime_shift,anchored_axes,anchored_unit_economics_profit_quality,anchored_unit_economics_profit_quality,spearman,55047,1.0
regime_shift,anchored_axes,anchored_unit_economics_profit_quality,anchored_scalability_capital_efficiency,spearman,55047,0.5470129042344012
regime_shift,anchored_axes,anchored_scalability_capital_efficiency,anchored_scalability_capital_efficiency,spearman,55047,1.0
