scenario,horizon_months,signal,signal_label,weighting,industry_neutral,characteristic,weighted_long_short_exposure,observations
null_alpha,1,migration_surprise,migration_surprise,value,False,operating_margin,-0.0165158589733722,9644
null_alpha,1,migration_surprise,migration_surprise,value,False,asset_growth,-0.0647695330995683,9644
null_alpha,1,migration_surprise,migration_surprise,value,False,book_leverage,0.0068396731262278,9644
null_alpha,1,migration_surprise,migration_surprise,value,False,working_capital_assets,-0.0024449733060008,9644
null_alpha,1,migration_surprise,migration_surprise,value,False,operating_income_assets,-0.0219467615236911,9644
null_alpha,1,migration_surprise,migration_surprise,value,False,equity_to_liabilities,-0.0453629118111921,9644
null_alpha,1,migration_surprise,migration_surprise,value,False,sales_to_assets,-0.0474866272171516,9644
null_alpha,1,migration_surprise,migration_surprise,value,False,log_dollar_volume_12m,0.4575467974872161,9644
null_alpha,1,migration_surprise,migration_surprise,value,False,realized_volatility_12m,-0.0012510052503788,9644
null_alpha,1,migration_surprise,migration_surprise,value,False,equity_beta_24m,-0.0665236360871726,9197
null_alpha,1,migration_surprise,migration_surprise,value,True,log_market_cap,0.3268954197129491,9618
null_alpha,1,migration_surprise,migration_surprise,value,True,book_to_market,-0.0312019356072835,9618
null_alpha,1,migration_surprise,migration_surprise,value,True,momentum_12_2,0.0194941261853933,9438
null_alpha,1,migration_surprise,migration_surprise,value,True,operating_margin,-0.01844754694942,9618
null_alpha,1,migration_surprise,migration_surprise,value,True,asset_growth,-0.0614195409973835,9618
null_alpha,1,migration_surprise,migration_surprise,value,True,book_leverage,0.0068494231901936,9618
null_alpha,1,migration_surprise,migration_surprise,value,True,working_capital_assets,-0.0003249487142481,9618
null_alpha,1,migration_surprise,migration_surprise,value,True,operating_income_assets,-0.0234301212898201,9618
null_alpha,1,migration_surprise,migration_surprise,value,True,equity_to_liabilities,-0.0383246081189934,9618
null_alpha,1,migration_surprise,migration_surprise,value,True,sales_to_assets,-0.0395319689600442,9618
null_alpha,1,migration_surprise,migration_surprise,value,True,log_dollar_volume_12m,0.3458620067572676,9618
null_alpha,1,migration_surprise,migration_surprise,value,True,realized_volatility_12m,-0.0007207000028085,9618
null_alpha,1,migration_surprise,migration_surprise,value,True,equity_beta_24m,-0.0471553985789932,9151
null_alpha,1,velocity_log_odds,raw_migration,equal,False,log_market_cap,0.13848333473056,10157
null_alpha,1,velocity_log_odds,raw_migration,equal,False,book_to_market,0.0808014610382205,10157
null_alpha,1,velocity_log_odds,raw_migration,equal,False,momentum_12_2,0.0049409618370761,9980
null_alpha,1,velocity_log_odds,raw_migration,equal,False,operating_margin,0.0088451058922942,10157
null_alpha,1,velocity_log_odds,raw_migration,equal,False,asset_growth,0.0679461413494993,10157
null_alpha,1,velocity_log_odds,raw_migration,equal,False,book_leverage,-0.0087926238508623,10157
null_alpha,1,velocity_log_odds,raw_migration,equal,False,working_capital_assets,0.0002081270687361,10157
null_alpha,1,velocity_log_odds,raw_migration,equal,False,operating_income_assets,0.0207340354267832,10157
null_alpha,1,velocity_log_odds,raw_migration,equal,False,equity_to_liabilities,0.0631397606872176,10157
null_alpha,1,velocity_log_odds,raw_migration,equal,False,sales_to_assets,0.1076802552091365,10157
null_alpha,1,velocity_log_odds,raw_migration,equal,False,log_dollar_volume_12m,0.1186824562458204,10157
null_alpha,1,velocity_log_odds,raw_migration,equal,False,realized_volatility_12m,0.0003629164667725,10157
null_alpha,1,velocity_log_odds,raw_migration,equal,False,equity_beta_24m,-0.0149927055824377,9686
null_alpha,1,velocity_log_odds,raw_migration,equal,True,log_market_cap,0.1675849137176055,10128
null_alpha,1,velocity_log_odds,raw_migration,equal,True,book_to_market,0.2356850740884578,10128
null_alpha,1,velocity_log_odds,raw_migration,equal,True,momentum_12_2,0.0146324822647173,9958
null_alpha,1,velocity_log_odds,raw_migration,equal,True,operating_margin,0.0104498736710805,10128
null_alpha,1,velocity_log_odds,raw_migration,equal,True,asset_growth,0.0683927587286114,10128
null_alpha,1,velocity_log_odds,raw_migration,equal,True,book_leverage,-0.0098790510589932,10128
null_alpha,1,velocity_log_odds,raw_migration,equal,True,working_capital_assets,0.0005426306032164,10128
null_alpha,1,velocity_log_odds,raw_migration,equal,True,operating_income_assets,0.0227316263756133,10128
null_alpha,1,velocity_log_odds,raw_migration,equal,True,equity_to_liabilities,0.0704492850759392,10128
null_alpha,1,velocity_log_odds,raw_migration,equal,True,sales_to_assets,0.1103310831829062,10128
null_alpha,1,velocity_log_odds,raw_migration,equal,True,log_dollar_volume_12m,0.1503314977930724,10128
null_alpha,1,velocity_log_odds,raw_migration,equal,True,realized_volatility_12m,0.000153302949396,10128
null_alpha,1,velocity_log_odds,raw_migration,equal,True,equity_beta_24m,-0.0037786263406322,9664
null_alpha,1,velocity_log_odds,raw_migration,value,False,log_market_cap,-0.0659244412330973,10157
null_alpha,1,velocity_log_odds,raw_migration,value,False,book_to_market,0.0412480117810236,10157
null_alpha,1,velocity_log_odds,raw_migration,value,False,momentum_12_2,0.0260601079864997,9980
null_alpha,1,velocity_log_odds,raw_migration,value,False,operating_margin,0.0070474267272976,10157
null_alpha,1,velocity_log_odds,raw_migration,value,False,asset_growth,0.0784830557773789,10157
null_alpha,1,velocity_log_odds,raw_migration,value,False,book_leverage,-0.0074450419756876,10157
null_alpha,1,velocity_log_odds,raw_migration,value,False,working_capital_assets,0.0013676327269527,10157
null_alpha,1,velocity_log_odds,raw_migration,value,False,operating_income_assets,0.0185235745261115,10157
null_alpha,1,velocity_log_odds,raw_migration,value,False,equity_to_liabilities,0.0625633734182206,10157
null_alpha,1,velocity_log_odds,raw_migration,value,False,sales_to_assets,0.0980132326546778,10157
null_alpha,1,velocity_log_odds,raw_migration,value,False,log_dollar_volume_12m,-0.0716123717772497,10157
null_alpha,1,velocity_log_odds,raw_migration,value,False,realized_volatility_12m,-0.0012214160687435,10157
null_alpha,1,velocity_log_odds,raw_migration,value,False,equity_beta_24m,-0.0454205736490342,9686
null_alpha,1,velocity_log_odds,raw_migration,value,True,log_market_cap,-0.0571843576107495,10128
null_alpha,1,velocity_log_odds,raw_migration,value,True,book_to_market,0.0798831159961978,10128
null_alpha,1,velocity_log_odds,raw_migration,value,True,momentum_12_2,0.0475356564156539,9958
null_alpha,1,velocity_log_odds,raw_migration,value,True,operating_margin,0.0075804400007531,10128
null_alpha,1,velocity_log_odds,raw_migration,value,True,asset_growth,0.071884456380867,10128
null_alpha,1,velocity_log_odds,raw_migration,value,True,book_leverage,-0.0103579128318765,10128
null_alpha,1,velocity_log_odds,raw_migration,value,True,working_capital_assets,0.0027933408208529,10128
null_alpha,1,velocity_log_odds,raw_migration,value,True,operating_income_assets,0.018812970649442,10128
null_alpha,1,velocity_log_odds,raw_migration,value,True,equity_to_liabilities,0.0825498981617624,10128
null_alpha,1,velocity_log_odds,raw_migration,value,True,sales_to_assets,0.0980527840788299,10128
null_alpha,1,velocity_log_odds,raw_migration,value,True,log_dollar_volume_12m,-0.0688292502609864,10128
null_alpha,1,velocity_log_odds,raw_migration,value,True,realized_volatility_12m,-0.0020267760342161,10128
null_alpha,1,velocity_log_odds,raw_migration,value,True,equity_beta_24m,-0.0539769251617239,9664
null_alpha,1,viability_log_odds,static_viability,equal,False,log_market_cap,-0.0977726669192728,13089
null_alpha,1,viability_log_odds,static_viability,equal,False,book_to_market,0.8923381944228534,13089
null_alpha,1,viability_log_odds,static_viability,equal,False,momentum_12_2,-0.018228070087027,12666
null_alpha,1,viability_log_odds,static_viability,equal,False,operating_margin,0.0384070298067631,13089
null_alpha,1,viability_log_odds,static_viability,equal,False,asset_growth,0.0689181539384144,12861
null_alpha,1,viability_log_odds,static_viability,equal,False,book_leverage,-0.0276356240572627,13089
null_alpha,1,viability_log_odds,static_viability,equal,False,working_capital_assets,0.0009052882786821,13089
null_alpha,1,viability_log_odds,static_viability,equal,False,operating_income_assets,0.0620562285036084,13089
null_alpha,1,viability_log_odds,static_viability,equal,False,equity_to_liabilities,0.1902125743999482,13089
null_alpha,1,viability_log_odds,static_viability,equal,False,sales_to_assets,0.2075233572572472,13089
null_alpha,1,viability_log_odds,static_viability,equal,False,log_dollar_volume_12m,-0.4473179672439804,12861
null_alpha,1,viability_log_odds,static_viability,equal,False,realized_volatility_12m,-0.0024782588405258,12861
null_alpha,1,viability_log_odds,static_viability,equal,False,equity_beta_24m,-0.0808587031938113,12351
null_alpha,1,viability_log_odds,static_viability,equal,True,log_market_cap,-0.039944011704266,13053
null_alpha,1,viability_log_odds,static_viability,equal,True,book_to_market,0.8809749047562321,13053
null_alpha,1,viability_log_odds,static_viability,equal,True,momentum_12_2,-0.0065091179922142,12677
null_alpha,1,viability_log_odds,static_viability,equal,True,operating_margin,0.0416431653598172,13053
null_alpha,1,viability_log_odds,static_viability,equal,True,asset_growth,0.0706145502558213,12872
null_alpha,1,viability_log_odds,static_viability,equal,True,book_leverage,-0.0303276975488861,13053
null_alpha,1,viability_log_odds,static_viability,equal,True,working_capital_assets,-0.0001825300151383,13053
null_alpha,1,viability_log_odds,static_viability,equal,True,operating_income_assets,0.0669584978528684,13053
null_alpha,1,viability_log_odds,static_viability,equal,True,equity_to_liabilities,0.2080015718956901,13053
null_alpha,1,viability_log_odds,static_viability,equal,True,sales_to_assets,0.2218711941536144,13053
null_alpha,1,viability_log_odds,static_viability,equal,True,log_dollar_volume_12m,-0.264038937796846,12872
null_alpha,1,viability_log_odds,static_viability,equal,True,realized_volatility_12m,-0.0006691984458884,12872
null_alpha,1,viability_log_odds,static_viability,equal,True,equity_beta_24m,-0.0485115975328729,12354
null_alpha,1,viability_log_odds,static_viability,value,False,log_market_cap,0.1610255629362466,13089
null_alpha,1,viability_log_odds,static_viability,value,False,book_to_market,0.028439645874737,13089
null_alpha,1,viability_log_odds,static_viability,value,False,momentum_12_2,0.0266882148215159,12666
null_alpha,1,viability_log_odds,static_viability,value,False,operating_margin,0.0379399905460034,13089
null_alpha,1,viability_log_odds,static_viability,value,False,asset_growth,0.072514818289317,12861
null_alpha,1,viability_log_odds,static_viability,value,False,book_leverage,-0.032448292028584,13089
null_alpha,1,viability_log_odds,static_viability,value,False,working_capital_assets,0.0083173316367821,13089
null_alpha,1,viability_log_odds,static_viability,value,False,operating_income_assets,0.0619165171824075,13089
null_alpha,1,viability_log_odds,static_viability,value,False,equity_to_liabilities,0.2369763041754178,13089
null_alpha,1,viability_log_odds,static_viability,value,False,sales_to_assets,0.2086891175342851,13089
null_alpha,1,viability_log_odds,static_viability,value,False,log_dollar_volume_12m,0.0864712977334911,12861
null_alpha,1,viability_log_odds,static_viability,value,False,realized_volatility_12m,-0.0002479102007929,12861
null_alpha,1,viability_log_odds,static_viability,value,False,equity_beta_24m,-0.0390311156583317,12351
null_alpha,1,viability_log_odds,static_viability,value,True,log_market_cap,0.2760403940898731,13053
null_alpha,1,viability_log_odds,static_viability,value,True,book_to_market,0.0215906432197969,13053
null_alpha,1,viability_log_odds,static_viability,value,True,momentum_12_2,0.0388559161623008,12677
null_alpha,1,viability_log_odds,static_viability,value,True,operating_margin,0.0403589188172887,13053
null_alpha,1,viability_log_odds,static_viability,value,True,asset_growth,0.0694699648045725,12872
null_alpha,1,viability_log_odds,static_viability,value,True,book_leverage,-0.0332333246937667,13053
null_alpha,1,viability_log_odds,static_viability,value,True,working_capital_assets,0.0089776656274913,13053
null_alpha,1,viability_log_odds,static_viability,value,True,operating_income_assets,0.0654204362272773,13053
null_alpha,1,viability_log_odds,static_viability,value,True,equity_to_liabilities,0.2424393528568082,13053
null_alpha,1,viability_log_odds,static_viability,value,True,sales_to_assets,0.2185023740667339,13053
null_alpha,1,viability_log_odds,static_viability,value,True,log_dollar_volume_12m,0.226289021581437,12872
null_alpha,1,viability_log_odds,static_viability,value,True,realized_volatility_12m,0.0010015909687672,12872
null_alpha,1,viability_log_odds,static_viability,value,True,equity_beta_24m,0.0066480560875062,12354
null_alpha,3,migration_surprise,migration_surprise,equal,False,log_market_cap,0.2412614825090214,9644
null_alpha,3,migration_surprise,migration_surprise,equal,False,book_to_market,-0.3060384537964717,9644
null_alpha,3,migration_surprise,migration_surprise,equal,False,momentum_12_2,-0.0063400095582122,9473
null_alpha,3,migration_surprise,migration_surprise,equal,False,operating_margin,-0.017414535389971,9644
null_alpha,3,migration_surprise,migration_surprise,equal,False,asset_growth,-0.06073583481611,9644
null_alpha,3,migration_surprise,migration_surprise,equal,False,book_leverage,0.0088527187494251,9644
null_alpha,3,migration_surprise,migration_surprise,equal,False,working_capital_assets,0.001541444041206,9644
null_alpha,3,migration_surprise,migration_surprise,equal,False,operating_income_assets,-0.0224113645706187,9644
null_alpha,3,migration_surprise,migration_surprise,equal,False,equity_to_liabilities,-0.0550265806381922,9644
null_alpha,3,migration_surprise,migration_surprise,equal,False,sales_to_assets,-0.0396997296568941,9644
null_alpha,3,migration_surprise,migration_surprise,equal,False,log_dollar_volume_12m,0.2371607914000468,9644
null_alpha,3,migration_surprise,migration_surprise,equal,False,realized_volatility_12m,-0.0007342321413603,9644
null_alpha,3,migration_surprise,migration_surprise,equal,False,equity_beta_24m,-0.0797507737072577,9197
null_alpha,3,migration_surprise,migration_surprise,equal,True,log_market_cap,0.2863888774753311,9618
null_alpha,3,migration_surprise,migration_surprise,equal,True,book_to_market,-0.5039483688393801,9618
null_alpha,3,migration_surprise,migration_surprise,equal,True,momentum_12_2,-0.004107977530531,9438
null_alpha,3,migration_surprise,migration_surprise,equal,True,operating_margin,-0.0174413884233085,9618
null_alpha,3,migration_surprise,migration_surprise,equal,True,asset_growth,-0.0624971694245009,9618
null_alpha,3,migration_surprise,migration_surprise,equal,True,book_leverage,0.0100650275930548,9618
null_alpha,3,migration_surprise,migration_surprise,equal,True,working_capital_assets,0.0030283647667345,9618
null_alpha,3,migration_surprise,migration_surprise,equal,True,operating_income_assets,-0.0233238879078335,9618
null_alpha,3,migration_surprise,migration_surprise,equal,True,equity_to_liabilities,-0.0604000634465721,9618
null_alpha,3,migration_surprise,migration_surprise,equal,True,sales_to_assets,-0.0451451635803552,9618
null_alpha,3,migration_surprise,migration_surprise,equal,True,log_dollar_volume_12m,0.2808605209558313,9618
null_alpha,3,migration_surprise,migration_surprise,equal,True,realized_volatility_12m,-0.0003281880721714,9618
null_alpha,3,migration_surprise,migration_surprise,equal,True,equity_beta_24m,-0.0745294908430687,9151
null_alpha,3,migration_surprise,migration_surprise,value,False,log_market_cap,0.4270180564085796,9644
null_alpha,3,migration_surprise,migration_surprise,value,False,book_to_market,0.0006900820982138,9644
null_alpha,3,migration_surprise,migration_surprise,value,False,momentum_12_2,0.0139399495894993,9473
null_alpha,3,migration_surprise,migration_surprise,value,False,operating_margin,-0.0165158589733722,9644
null_alpha,3,migration_surprise,migration_surprise,value,False,asset_growth,-0.0647695330995683,9644
null_alpha,3,migration_surprise,migration_surprise,value,False,book_leverage,0.0068396731262278,9644
null_alpha,3,migration_surprise,migration_surprise,value,False,working_capital_assets,-0.0024449733060008,9644
null_alpha,3,migration_surprise,migration_surprise,value,False,operating_income_assets,-0.0219467615236911,9644
null_alpha,3,migration_surprise,migration_surprise,value,False,equity_to_liabilities,-0.0453629118111921,9644
null_alpha,3,migration_surprise,migration_surprise,value,False,sales_to_assets,-0.0474866272171516,9644
null_alpha,3,migration_surprise,migration_surprise,value,False,log_dollar_volume_12m,0.4575467974872161,9644
null_alpha,3,migration_surprise,migration_surprise,value,False,realized_volatility_12m,-0.0012510052503788,9644
null_alpha,3,migration_surprise,migration_surprise,value,False,equity_beta_24m,-0.0665236360871726,9197
null_alpha,3,migration_surprise,migration_surprise,value,True,log_market_cap,0.3268954197129491,9618
null_alpha,3,migration_surprise,migration_surprise,value,True,book_to_market,-0.0312019356072835,9618
null_alpha,3,migration_surprise,migration_surprise,value,True,momentum_12_2,0.0194941261853933,9438
null_alpha,3,migration_surprise,migration_surprise,value,True,operating_margin,-0.01844754694942,9618
null_alpha,3,migration_surprise,migration_surprise,value,True,asset_growth,-0.0614195409973835,9618
null_alpha,3,migration_surprise,migration_surprise,value,True,book_leverage,0.0068494231901936,9618
null_alpha,3,migration_surprise,migration_surprise,value,True,working_capital_assets,-0.0003249487142481,9618
null_alpha,3,migration_surprise,migration_surprise,value,True,operating_income_assets,-0.0234301212898201,9618
null_alpha,3,migration_surprise,migration_surprise,value,True,equity_to_liabilities,-0.0383246081189934,9618
null_alpha,3,migration_surprise,migration_surprise,value,True,sales_to_assets,-0.0395319689600442,9618
null_alpha,3,migration_surprise,migration_surprise,value,True,log_dollar_volume_12m,0.3458620067572676,9618
null_alpha,3,migration_surprise,migration_surprise,value,True,realized_volatility_12m,-0.0007207000028085,9618
null_alpha,3,migration_surprise,migration_surprise,value,True,equity_beta_24m,-0.0471553985789932,9151
null_alpha,3,velocity_log_odds,raw_migration,equal,False,log_market_cap,0.13848333473056,10157
null_alpha,3,velocity_log_odds,raw_migration,equal,False,book_to_market,0.0808014610382205,10157
null_alpha,3,velocity_log_odds,raw_migration,equal,False,momentum_12_2,0.0049409618370761,9980
null_alpha,3,velocity_log_odds,raw_migration,equal,False,operating_margin,0.0088451058922942,10157
null_alpha,3,velocity_log_odds,raw_migration,equal,False,asset_growth,0.0679461413494993,10157
null_alpha,3,velocity_log_odds,raw_migration,equal,False,book_leverage,-0.0087926238508623,10157
null_alpha,3,velocity_log_odds,raw_migration,equal,False,working_capital_assets,0.0002081270687361,10157
null_alpha,3,velocity_log_odds,raw_migration,equal,False,operating_income_assets,0.0207340354267832,10157
null_alpha,3,velocity_log_odds,raw_migration,equal,False,equity_to_liabilities,0.0631397606872176,10157
null_alpha,3,velocity_log_odds,raw_migration,equal,False,sales_to_assets,0.1076802552091365,10157
null_alpha,3,velocity_log_odds,raw_migration,equal,False,log_dollar_volume_12m,0.1186824562458204,10157
null_alpha,3,velocity_log_odds,raw_migration,equal,False,realized_volatility_12m,0.0003629164667725,10157
null_alpha,3,velocity_log_odds,raw_migration,equal,False,equity_beta_24m,-0.0149927055824377,9686
null_alpha,3,velocity_log_odds,raw_migration,equal,True,log_market_cap,0.1675849137176055,10128
null_alpha,3,velocity_log_odds,raw_migration,equal,True,book_to_market,0.2356850740884578,10128
null_alpha,3,velocity_log_odds,raw_migration,equal,True,momentum_12_2,0.0146324822647173,9958
null_alpha,3,velocity_log_odds,raw_migration,equal,True,operating_margin,0.0104498736710805,10128
null_alpha,3,velocity_log_odds,raw_migration,equal,True,asset_growth,0.0683927587286114,10128
null_alpha,3,velocity_log_odds,raw_migration,equal,True,book_leverage,-0.0098790510589932,10128
null_alpha,3,velocity_log_odds,raw_migration,equal,True,working_capital_assets,0.0005426306032164,10128
null_alpha,3,velocity_log_odds,raw_migration,equal,True,operating_income_assets,0.0227316263756133,10128
null_alpha,3,velocity_log_odds,raw_migration,equal,True,equity_to_liabilities,0.0704492850759392,10128
null_alpha,3,velocity_log_odds,raw_migration,equal,True,sales_to_assets,0.1103310831829062,10128
null_alpha,3,velocity_log_odds,raw_migration,equal,True,log_dollar_volume_12m,0.1503314977930724,10128
null_alpha,3,velocity_log_odds,raw_migration,equal,True,realized_volatility_12m,0.000153302949396,10128
null_alpha,3,velocity_log_odds,raw_migration,equal,True,equity_beta_24m,-0.0037786263406322,9664
null_alpha,3,velocity_log_odds,raw_migration,value,False,log_market_cap,-0.0659244412330973,10157
null_alpha,3,velocity_log_odds,raw_migration,value,False,book_to_market,0.0412480117810236,10157
null_alpha,3,velocity_log_odds,raw_migration,value,False,momentum_12_2,0.0260601079864997,9980
null_alpha,3,velocity_log_odds,raw_migration,value,False,operating_margin,0.0070474267272976,10157
null_alpha,3,velocity_log_odds,raw_migration,value,False,asset_growth,0.0784830557773789,10157
null_alpha,3,velocity_log_odds,raw_migration,value,False,book_leverage,-0.0074450419756876,10157
null_alpha,3,velocity_log_odds,raw_migration,value,False,working_capital_assets,0.0013676327269527,10157
null_alpha,3,velocity_log_odds,raw_migration,value,False,operating_income_assets,0.0185235745261115,10157
null_alpha,3,velocity_log_odds,raw_migration,value,False,equity_to_liabilities,0.0625633734182206,10157
null_alpha,3,velocity_log_odds,raw_migration,value,False,sales_to_assets,0.0980132326546778,10157
null_alpha,3,velocity_log_odds,raw_migration,value,False,log_dollar_volume_12m,-0.0716123717772497,10157
null_alpha,3,velocity_log_odds,raw_migration,value,False,realized_volatility_12m,-0.0012214160687435,10157
null_alpha,3,velocity_log_odds,raw_migration,value,False,equity_beta_24m,-0.0454205736490342,9686
null_alpha,3,velocity_log_odds,raw_migration,value,True,log_market_cap,-0.0571843576107495,10128
null_alpha,3,velocity_log_odds,raw_migration,value,True,book_to_market,0.0798831159961978,10128
null_alpha,3,velocity_log_odds,raw_migration,value,True,momentum_12_2,0.0475356564156539,9958
null_alpha,3,velocity_log_odds,raw_migration,value,True,operating_margin,0.0075804400007531,10128
null_alpha,3,velocity_log_odds,raw_migration,value,True,asset_growth,0.071884456380867,10128
null_alpha,3,velocity_log_odds,raw_migration,value,True,book_leverage,-0.0103579128318765,10128
null_alpha,3,velocity_log_odds,raw_migration,value,True,working_capital_assets,0.0027933408208529,10128
null_alpha,3,velocity_log_odds,raw_migration,value,True,operating_income_assets,0.018812970649442,10128
null_alpha,3,velocity_log_odds,raw_migration,value,True,equity_to_liabilities,0.0825498981617624,10128
null_alpha,3,velocity_log_odds,raw_migration,value,True,sales_to_assets,0.0980527840788299,10128
null_alpha,3,velocity_log_odds,raw_migration,value,True,log_dollar_volume_12m,-0.0688292502609864,10128
null_alpha,3,velocity_log_odds,raw_migration,value,True,realized_volatility_12m,-0.0020267760342161,10128
null_alpha,3,velocity_log_odds,raw_migration,value,True,equity_beta_24m,-0.0539769251617239,9664
null_alpha,3,viability_log_odds,static_viability,equal,False,log_market_cap,-0.0977726669192728,13089
null_alpha,3,viability_log_odds,static_viability,equal,False,book_to_market,0.8923381944228534,13089
null_alpha,3,viability_log_odds,static_viability,equal,False,momentum_12_2,-0.018228070087027,12666
null_alpha,3,viability_log_odds,static_viability,equal,False,operating_margin,0.0384070298067631,13089
null_alpha,3,viability_log_odds,static_viability,equal,False,asset_growth,0.0689181539384144,12861
null_alpha,3,viability_log_odds,static_viability,equal,False,book_leverage,-0.0276356240572627,13089
null_alpha,3,viability_log_odds,static_viability,equal,False,working_capital_assets,0.0009052882786821,13089
null_alpha,3,viability_log_odds,static_viability,equal,False,operating_income_assets,0.0620562285036084,13089
null_alpha,3,viability_log_odds,static_viability,equal,False,equity_to_liabilities,0.1902125743999482,13089
null_alpha,3,viability_log_odds,static_viability,equal,False,sales_to_assets,0.2075233572572472,13089
null_alpha,3,viability_log_odds,static_viability,equal,False,log_dollar_volume_12m,-0.4473179672439804,12861
null_alpha,3,viability_log_odds,static_viability,equal,False,realized_volatility_12m,-0.0024782588405258,12861
null_alpha,3,viability_log_odds,static_viability,equal,False,equity_beta_24m,-0.0808587031938113,12351
null_alpha,3,viability_log_odds,static_viability,equal,True,log_market_cap,-0.039944011704266,13053
null_alpha,3,viability_log_odds,static_viability,equal,True,book_to_market,0.8809749047562321,13053
null_alpha,3,viability_log_odds,static_viability,equal,True,momentum_12_2,-0.0065091179922142,12677
null_alpha,3,viability_log_odds,static_viability,equal,True,operating_margin,0.0416431653598172,13053
null_alpha,3,viability_log_odds,static_viability,equal,True,asset_growth,0.0706145502558213,12872
null_alpha,3,viability_log_odds,static_viability,equal,True,book_leverage,-0.0303276975488861,13053
null_alpha,3,viability_log_odds,static_viability,equal,True,working_capital_assets,-0.0001825300151383,13053
null_alpha,3,viability_log_odds,static_viability,equal,True,operating_income_assets,0.0669584978528684,13053
null_alpha,3,viability_log_odds,static_viability,equal,True,equity_to_liabilities,0.2080015718956901,13053
null_alpha,3,viability_log_odds,static_viability,equal,True,sales_to_assets,0.2218711941536144,13053
null_alpha,3,viability_log_odds,static_viability,equal,True,log_dollar_volume_12m,-0.264038937796846,12872
null_alpha,3,viability_log_odds,static_viability,equal,True,realized_volatility_12m,-0.0006691984458884,12872
null_alpha,3,viability_log_odds,static_viability,equal,True,equity_beta_24m,-0.0485115975328729,12354
null_alpha,3,viability_log_odds,static_viability,value,False,log_market_cap,0.1610255629362466,13089
null_alpha,3,viability_log_odds,static_viability,value,False,book_to_market,0.028439645874737,13089
null_alpha,3,viability_log_odds,static_viability,value,False,momentum_12_2,0.0266882148215159,12666
null_alpha,3,viability_log_odds,static_viability,value,False,operating_margin,0.0379399905460034,13089
null_alpha,3,viability_log_odds,static_viability,value,False,asset_growth,0.072514818289317,12861
null_alpha,3,viability_log_odds,static_viability,value,False,book_leverage,-0.032448292028584,13089
null_alpha,3,viability_log_odds,static_viability,value,False,working_capital_assets,0.0083173316367821,13089
null_alpha,3,viability_log_odds,static_viability,value,False,operating_income_assets,0.0619165171824075,13089
null_alpha,3,viability_log_odds,static_viability,value,False,equity_to_liabilities,0.2369763041754178,13089
null_alpha,3,viability_log_odds,static_viability,value,False,sales_to_assets,0.2086891175342851,13089
