gvkey,fyear,anchored_demand_strength_pricing_power,anchored_innovation_intensity,anchored_unit_economics_profit_quality
100046,1992,0.3014222545348284,-0.37905653843685627,0.13926548980708797
100048,2013,-1.0167501656580782,0.08931205192891341,-0.6358731063108148
100049,2016,-0.044769858709835,1.0512376396249568,-0.8329851044495774
100051,2017,,-1.3045127351788326,2.43405269390272
100054,2011,-0.5091230025133618,0.5904791475068779,0.03125810675182853
100057,2021,,1.5753661221891935,1.6696917121140034
100058,1987,-0.5592053928912762,-0.36863022670063067,-0.4088140836395469
100059,2012,0.08397003923334763,-0.6276752700227635,-0.2453080316735824
100060,1983,0.9398989904431007,-0.4378703224294211,0.11494820814969764
100060,1986,-1.4882494867312246,0.19318616008902767,-0.6633707308513147
100060,2000,0.2783596010789893,0.181865713272414,0.707710669376345
100060,2023,0.03125607159591096,-0.47962273375619713,0.2555706623494491
100061,1998,0.12323207899082644,0.6890229204036703,0.7686002622651223
100061,2010,-0.09468442295714537,-0.5664571417153608,-1.4438076885002478
100062,2003,-0.5876337622739537,-0.426632477389995,0.12011251834543524
100065,2007,0.5866760123431715,-0.14912735445850242,-0.000912257250700349
100066,2009,-0.444261664791777,0.5217837835170867,-0.7958134607355939
100066,2019,0.684782235373941,0.5016338827150132,0.2918575002965932
100072,2013,0.7060971402597164,0.13521930508347044,1.0326502041970012
100075,2005,0.28599873414591714,0.9736296447588139,0.40702983603308507
100076,2020,-0.34251602934240893,0.42668462042957134,0.7076724326249213
100077,1989,0.0969631515063752,0.9538276515232879,1.1281989040622986
100077,1992,0.18236891141214642,0.9987170636502549,-0.1066391401580194
100077,2009,0.27550658664813193,0.5949616673214007,1.1371801616054584
100077,2015,0.7436491277751082,1.082331258218767,0.3847171613087288
100078,1990,0.38357931643097903,0.6167780945646201,0.1935927073406558
100078,2008,-0.26370402443147795,1.1448727061821622,0.2545477043016881
100082,2015,,-0.41770441695490296,-0.2870464920073857
100082,2020,-0.2969236478854203,-0.1976428172392027,-0.7053000093968573
100084,1999,-1.2062285336222904,0.3133123712222314,0.15131037527165894
100086,2006,0.029035183064884933,-0.618836597286668,-0.4185684083544124
100088,2013,-1.0496270913672658,0.5919235397540907,-1.3420106762537263
100089,1998,-0.13423468393080135,0.5479808015414721,-0.27570865043598297
100089,2005,-0.4692005007070133,0.7765555234215152,0.06323198258032615
100091,2009,0.31254101065323164,0.6197717958963441,0.979688935741145
100091,2013,-0.26509709839577383,-0.354589356264327,0.02143179426879734
100091,2016,1.018873282373586,0.4688591080631801,0.9981048743357105
100091,2018,-0.9845203014237157,0.909540537142845,-0.3805832558635853
100091,2022,0.04744860046349882,1.4327382101474404,-0.007363245721501488
100097,1976,,,
100097,1989,-0.5305278561979847,-0.8428717180944955,-0.7292716168242461
100097,2005,-0.3904204099560808,-0.22442612840532125,-0.23785416339923982
100097,2013,-1.3599578055764712,0.10141805241343864,-1.9743017244339456
100102,2001,-0.5819264247542456,-0.9340423056932995,0.7228850094135905
100102,2013,0.46738362824068674,0.36885265547246987,1.5238248484820283
100102,2015,0.06115758356020306,0.4656929017684546,0.6124909312268937
100103,2020,,-1.3651503873746433,-0.2803840947990813
100105,2002,,-1.4470980023604985,
100106,2003,-0.3758998572353973,0.11183865777910318,-0.3074780286445441
100108,2013,0.5165860406772734,-1.3047438742415078,-0.7278828296563135
100108,2017,1.1058140946188937,0.11307939816837963,0.9168230515364192
100109,1981,,-0.18208962219613029,
100109,1982,,0.024620316922902324,-1.4411552854616645
100109,1988,0.11540012022762487,-0.512762449665015,0.5781269457334761
100109,1989,-0.11407172078974688,-0.8521876382932952,1.117039822462142
100109,2008,-0.6533400882662223,-0.953658687853077,-0.17464195883052244
100110,1999,-0.4199460772181218,0.134103514949653,-0.3639999127661355
100112,2017,-0.42869375126043385,-0.346656055487653,0.2640347708613174
100115,1985,-0.1753759462204593,0.3305150929851674,-0.6034155913309196
100115,1993,-0.07716832883953868,-0.5204200434338523,0.5438937875638775
100116,2008,0.8043078516198833,-0.5747510045163052,0.5814696819500625
100116,2023,0.20840254852063422,0.7816055716282274,0.47065029272748565
100123,1990,-0.41393424758788216,-0.528112087502192,0.7939295805645257
100124,1994,0.5577517437843827,1.0713908054960883,0.6250315655462196
100125,2013,0.6961958394266864,-0.9032312166861812,-0.12303779660528273
100127,2020,0.27001780730417885,0.9087907894044216,-0.06427672570620964
100129,2020,,-1.1730382227244944,
100134,1982,,0.2392886272493421,
100135,2006,0.06812794339082122,-0.7448563109597724,0.7084347160201862
100135,2010,-0.03932778663185488,0.0045667300819106265,-0.5422645020274715
100135,2017,-0.9076520702095966,0.292815100209217,0.00801694653161041
100136,2012,,-0.5793161555466282,
100136,2015,-0.7222988290971882,-0.4179723123497861,-0.4941985147372838
100136,2020,0.04190416985685227,-0.7211999257508189,0.7148863555737063
100137,2009,-0.18259531412727123,-1.1617893435076416,0.3870290417112419
100140,2016,-0.40898993293648006,0.38054787565629516,0.23485752685224615
100140,2020,-0.8616166136847241,0.5316884236931237,0.6300100033367878
100140,2023,0.533235974425664,0.7772665561261333,1.9099779144912707
100144,2010,-1.4052931295361517,-0.8253689625377628,-0.8613927930055275
100145,1999,,-1.5735947469833989,
100145,2000,,-1.5788432406698845,0.692518265322903
100148,1997,0.9568437625480603,0.5850596960999258,-0.2870381704891063
100149,2023,0.6103627600951005,-0.5776469231896871,0.3245588916972354
100151,2002,-0.4670252012926208,0.810319326730342,0.4385600692770825
100151,2004,0.4702095176325263,0.5495935620761817,2.5978035605850365
100152,2005,,1.0966200914924724,-0.34148618270806835
100152,2006,0.6926337508194457,1.2253443134479685,-0.1263023524586807
100153,1991,1.1130817584527575,0.2411414052548596,0.7671350346416831
100153,2005,-0.9424855524617324,0.5368314907256118,0.3530863400033571
100154,1996,0.023482552394657002,0.40149711606085575,-0.8521701183860003
100154,2010,0.28744576544637007,0.42976321960328967,-1.1181416725316304
100154,2013,0.5118806979631377,0.9660723568734687,-0.6287535147088218
100154,2017,0.11659615144734549,0.6555661972106016,-0.858584301377075
100154,2020,0.5556591865297972,0.29372084106746627,0.9014531140531695
100155,2010,,0.1668252485429058,-1.8067832981937018
100157,2010,,-1.6978695456308843,
100159,2006,0.5928229884591827,-0.4877700873188909,0.2896752156683244
100160,2009,0.412898242923889,0.6842997274401341,0.8676875775570224
100160,2011,0.3136969115067987,0.7979791095785199,0.09989523471630764
100161,2023,-0.7047645074113206,0.5227919364583514,-0.2533308352501778
100162,2021,0.8592599555455145,1.0432822871512928,0.8332275117544868
100164,2018,-0.3335374163369356,-0.30311911077054005,-1.776601792468953
100165,1999,0.3053945231747904,0.4927077616428501,0.16094045293030276
100165,2002,0.6580450915574064,-0.4802926716403089,0.9961040699750326
100165,2011,-0.19559311769279386,0.7674159948945691,0.5145304454480548
100166,1977,,-0.9627381918259583,
100166,1991,-0.6589683651625985,0.11227808400595525,-0.9624765054148856
100166,2000,0.18071375612450447,0.31155331007271375,0.088099547612964
100166,2002,-1.7094565289761683,-0.21038388540888678,-0.8067220428033103
100166,2008,-0.3835216924408514,-0.21627137827881437,0.19587539467537085
100166,2014,0.17911882946325716,-0.06320045493126636,0.1244716332172721
100167,2011,-0.045964346839939996,0.0933095553947021,0.2624941317278204
100169,2018,-1.0123658053703786,-0.1470654434142331,0.5573295290758452
100170,2022,0.9727248334371641,0.6893822657334132,1.7967069446908763
100171,2008,-0.4587176628450813,-0.6698627715951636,-1.6317209891816031
100172,2008,-0.5316888131074403,-0.7190473919443626,-0.5656128039444764
100174,2022,,0.18112144016675596,1.4239576831862253
100176,2018,-0.34019445303003143,-0.8514173890878434,0.15627077775556333
100178,2004,-0.19289961849544232,0.21922784912233428,-0.7260926248660903
100180,2013,-0.3272727810602456,-0.8218968753449248,0.5149953206201991
100180,2022,-0.25897431336045135,-0.5700137389321019,-1.4412545590972765
100180,2023,-0.6184073817685145,-0.19380066835724916,-0.7624733058855031
100182,2012,-0.2636992601765284,-0.23691606569919535,-0.050085017786612195
100182,2017,-0.24479395349933467,-0.431968602949875,0.37160981973357005
100182,2022,-0.46970053066497036,0.5215545928498692,0.530871536366417
100183,2008,,-0.00555194884734439,
100183,2020,0.817872559801208,1.4489378624028577,0.8554290666808525
100184,2013,-0.09306184410976466,0.5658099613422857,-0.5762902348599998
100186,2011,0.1703252151258514,0.28447652028870346,1.0561471288050337
100187,1994,-0.09412363083762425,-0.5428533683220716,-1.136453766423626
100187,2011,0.07315915790036476,1.3183190990123237,0.08892845391271653
100187,2016,0.7270257553490019,0.3842948942229157,0.9534716991204762
100189,1990,-0.7966849392270626,0.036899571988848856,-1.8227388147237962
100192,1991,-0.11341237993752713,0.28234665311047014,-0.8380684360481454
100192,2012,-0.4657341118389721,0.39032247766875133,-0.2697581980793799
100193,1994,0.5486827152737216,0.3555860391527163,1.4073615851818644
100194,2008,-0.07385449030324663,0.2605898701147393,0.1771509507513824
100195,2001,0.5920513325129139,0.11371815073791013,-0.09059783766480439
100198,1985,0.7985231427455043,0.9275044485947923,0.9228899787707642
100198,2022,0.06652226590761186,0.937713040587591,-0.008221976040849772
100199,1982,-0.2614045398492658,0.18799476719519084,0.03432214995943254
100200,2008,,0.6736649478915578,2.166684409318803
100201,2000,0.061329803765546,0.3636702702405629,0.999051082707123
100202,2010,-0.9387130418029849,-0.5100237435558822,-0.9485847737259506
100203,2006,0.8448457167823064,0.8897949608164577,0.8818985294157623
100205,1989,0.20121053222005017,-0.875425493516937,0.6780122013359837
100207,2022,-0.7312221211237099,0.5689629348046354,-1.4675827649952435
100208,1999,-0.863771130704016,-0.4792562489944188,-0.7681743823272669
100209,1995,,0.14344149826633357,
100211,2001,-0.04965674708199127,0.11029499656203569,-0.9266516122927354
100211,2003,0.6715443170954164,0.4043141806905923,-0.5461402012983089
100213,2019,0.2658002949223341,-1.470903396514416,1.2043720222658532
100215,2014,0.304963129868266,-0.6387756080026984,0.9689991887971195
100216,1981,0.09251531843078915,0.7257597699628152,0.4923223065213669
100217,1998,0.16162027681737187,-0.4227054709900249,-0.14081921568267985
100217,2011,-0.13054203980437898,0.2487565166839966,-0.48556899757576727
100217,2012,-0.9393299348393236,0.06529490968717828,-1.1311876381634964
100217,2019,-0.06825963419365157,-1.450257614066835,-0.33417517392953133
100219,1992,-0.15104830439094896,0.9421823420645596,0.40611598041223956
100219,2001,-0.003038814020801787,-0.452111533573675,-0.0027351794448502442
100219,2014,0.5266627367723405,0.8645767772133045,-0.022141726272320788
100221,2021,-0.21414635999187323,0.5238921603321326,-0.052251584394189456
100224,2022,0.14737719834273408,0.14516967120605334,-0.13992698621866187
100225,2000,0.78110025614014,0.7175349492757771,0.459597916343011
100225,2004,-0.10096823656825647,0.8649344077475831,0.11766698046472694
100225,2012,-0.5399429789019518,-0.5953815044142686,-0.4057456036170171
100225,2018,-1.094360708993401,-0.5808297918430584,-1.148001139057534
100227,2011,0.03887722869362853,0.31572345063339774,0.9415749716673965
100231,1999,0.15935500911270403,0.4752683964987423,0.2530759580206938
100232,2014,-1.1161835725128644,0.04540426164501329,-0.9028012459324657
100233,1996,-0.3685608303142595,-0.3680656738956973,-0.39405696995222655
100233,1997,-0.5161022940787613,-0.010072794430815638,-1.149095985414668
100236,1981,0.1061383251251332,0.3893961201157747,0.14823627147174775
100236,2002,-0.004762004914374671,-0.9728582221132976,-0.3005554209100703
100237,1995,0.3638907032893644,1.1813864570247423,1.4463598476921549
100237,2000,0.47813389026536973,-0.0011113533337617405,0.13950712447307526
100237,2009,-0.03742765367231545,-0.0441314450484235,0.19587159331223905
100237,2017,-0.6502816957492292,0.5608617488241098,-0.5383970345702588
100237,2018,-0.31845790137088814,0.578662275856272,-0.5781590519628822
100238,2010,,-1.6978695456308843,
100238,2017,-0.4355759946862192,-1.0136830714414993,-0.16398016120028988
100242,1989,-1.4533459322430762,0.3739431013395375,-1.933318634906606
100244,2022,-0.06680576920603827,-0.6203621909794071,-0.7730195905618088
100246,2012,0.5726259431511836,0.3906418401321903,1.7950003610449574
100247,1991,0.298916138948592,0.5097555311551475,-0.5273661486809886
100248,2010,0.08741408313537317,-0.3541521370984613,-0.06338134586820258
100248,2022,0.09629025667688441,0.3158238112615784,1.264342355484407
100249,1986,,-1.2390302668103725,-0.8551812598024222
100251,2008,-1.2976305448128584,-0.17837451964367745,-1.3909062251895417
100251,2013,-0.626127460557383,-0.019090163082158718,-0.8949010393170372
100251,2019,-0.551778661890427,-0.45661505467690006,-0.5287102445919873
100252,1983,,-0.8914189561981343,-2.0212085264532473
100252,1990,1.0679202330752313,-0.03620811360030007,-0.7485220657439057
100253,2017,-0.044188142102927506,-0.9385786685326224,-0.012772456685465857
100254,2005,0.5732315313259072,-0.6613165696035564,0.07963412167303367
100254,2017,-0.6312095208492914,0.6560935885049896,0.11022795361019018
100255,2000,-0.05548948356215274,-0.4053448986932819,-0.5285383489451312
100255,2017,-0.3153659342532719,0.19435689878979248,-0.947977470096761
100257,2016,-0.07701077217802592,-0.4311679749519956,-1.1395044977547022
100259,1999,-0.06638774932650326,-0.4985591350239031,1.1341772692884426
100259,2022,-0.48259125032224254,-0.8995317442657734,-1.0517933985851655
100263,2016,-0.2706076070302072,0.2768539805701011,-0.1658364827235005
100264,2011,0.38986406083805697,-0.0794422438825169,1.47356917713841
100264,2015,0.11093740618278597,-0.26730815116901835,-0.5991548269446911
100264,2019,-0.15495484188587158,-0.35986871088488925,-1.1921584353451526
100265,2001,0.48119824273416767,0.6191837465015292,0.4260359403311779
100265,2021,0.02641835629116801,0.44097621680034543,-0.08756859867444151
100270,2020,-0.25090037305464485,0.18983135481084332,0.8201405665334693
100271,1977,,1.3797368529707077,
100271,1994,-0.1022135332422373,0.23364004332748567,-1.1698361412584741
100276,2019,-0.09322577431108973,0.6228286286461779,-0.46147634999684883
100279,2011,0.29958938355780573,0.32141228834769014,1.2606463531065961
100281,2002,-0.010217812470220073,-0.5854167579343916,-0.3867713780469482
100281,2006,-0.8085672284389668,-0.8304367087290307,-0.14945659130325273
100288,2004,0.224264838504982,-0.424321751366682,-0.023676185686516527
100288,2015,0.2345997732572526,-0.2592232270790044,-0.3785524189447714
100289,2022,0.47650409290683876,0.855556648361851,0.6262647168910537
100290,2002,0.15961386239322226,-0.832262006229933,0.16417248096755296
100294,1992,0.09560471818299998,0.5003246394391128,0.8607166570105299
100295,2007,0.8556153123205706,-0.0877837592550295,-0.44874628997309807
100297,2013,-1.0622239516459253,1.5404143862677577,-0.24330226104040564
100297,2022,-0.07407495843545826,0.8390774980730246,1.3458374092566618
100301,2005,0.9120398217453536,1.3250257574172446,2.204806939325982
100301,2007,1.261109791223537,1.4623752399456738,2.07212168381402
100301,2013,-0.11355065172867616,1.4276393065302564,0.9638739949099723
100302,2017,0.34925862409607383,0.11610597671071811,1.3297902020830623
100302,2018,0.4461408965165948,0.28212653942037186,1.4806786919895683
100304,2014,-0.8194294107848461,0.465725020034405,-0.33084260947749355
100306,2009,,-1.6831577279544578,
100306,2017,-0.2717941105549342,0.7370785033077505,0.2136817649728068
100306,2019,-0.7833147628720906,1.3008437710407128,-0.3393346891320861
100307,2001,-0.703039873115073,0.33774773034416133,-0.8432984009029195
100308,2013,,-1.733906762039976,
100309,2023,0.18238876227808445,0.46072424915921806,1.617703261156241
100311,2011,0.5456631827977917,-0.5239098301110783,0.17355361692324178
100311,2023,-0.08685809915568733,0.48331719080813285,0.15664234295658355
100312,1996,-0.07998269141339198,1.461107712362895,-0.22788964860359562
100312,2015,0.04756025115173738,0.8765401301435934,0.5315982226386676
100313,1976,,,
100315,2001,-1.0079191979101205,0.6922746491895483,-1.2823650120382928
100315,2014,-0.28716806724445365,-0.46734160579366163,-0.9924649838202454
100317,1988,0.09387515037828993,1.0989103561215403,0.3400477801543162
100317,2014,-0.5139390392128046,0.7328804461746888,0.06364288733190267
100319,1983,-1.4384604853477365,0.4331978055825492,0.2564740740482921
100321,2013,0.2538874622180135,-0.8580315877012613,-1.3412913334622611
100322,2018,0.3924649752885701,-0.9896674215963487,0.5562786948461752
100323,2000,0.48777166588334336,1.4461334382397906,0.6500910191961152
100323,2010,0.3088605836019354,0.629270489538314,-0.6876364853607614
100323,2020,0.22321531850149764,-1.3785793909606943,-0.8561081871900508
100324,2002,0.03399450537139045,-0.5909278302798421,-0.36838494325351084
100325,2009,,0.19066068557051624,
100327,2001,,-0.19411882830961982,
100327,2009,-1.2250868383413722,-0.590806948128666,0.36143541235113935
100327,2022,0.25011511922464225,0.7433523803333273,0.3059129684223547
100329,2009,0.1089429712276817,0.3214424874011515,-0.5374688331517146
100329,2021,-0.6340892099176568,-0.4612639746779584,-0.46082476025007524
100330,1984,-1.6357540993067097,0.9979172361713614,-1.5070386393397293
100330,1991,-0.025735011938269114,0.5736114268534106,-0.9574179833575753
100331,2020,1.112202381603213,-1.3897792559633626,0.030834978017436832
100332,1984,0.10596145678150283,1.327839033948692,0.15849040284023233
100333,2019,0.2565151649932136,0.6085481250987305,1.1335162953002595
100335,2023,-0.6849367345525502,0.1551589172792894,-0.6668536664599204
100336,2006,0.3353860951754902,-0.9563933880606296,0.34948202442499454
100336,2019,0.5178281546730839,1.1089063440980518,1.8566898700085153
100339,2004,0.33898180680132634,-0.8165043376692028,-0.30172401670195853
100340,2010,-0.35859358434386923,0.10267249927343554,-0.5710871017887257
100340,2013,0.23853390114465933,0.4240035693330764,0.2563776644901741
100341,1988,0.7066702623732208,-0.1804495575127735,0.21773046833308463
100341,1999,-0.3357633824447295,0.62071572080493,-1.0217382897659826
100341,2021,-0.9401974404091042,0.8527730408887396,-0.6084090712605494
100342,2013,-0.5621847738320055,-0.19493967227181205,-1.0642312114358914
100342,2014,-0.5564655986449609,0.178960664163987,-1.0217399194319017
100343,2014,0.5566979210086286,-0.34863033226019186,0.6535512722321414
100343,2021,-0.10021538712113547,-0.9258543459730585,0.5552735983572065
100343,2022,0.13229594775323947,-1.2903460562533067,0.06938052295513916
100344,1994,0.5885550311517042,-0.01593723109332368,0.5240865649239124
100349,2008,,0.6401452008337588,0.060175307541657896
100350,1994,0.6106742686934369,1.1358096247606086,0.4469812661648443
100350,1997,0.10054659238512882,1.2881873151961092,1.3906986180616532
100350,2001,0.0905873384229768,1.549811018716608,0.5880626204233782
100350,2023,-0.04861026578775385,-0.5656410470265056,-0.22823111875101398
100351,2016,-0.1795546720214278,0.9311251421159881,0.48485648224874717
100353,1978,,1.64180069094389,0.13826147149924436
100353,1991,-0.5817117027476867,-0.651566312788116,-0.49857199813842373
100354,1985,0.28641863941771634,0.8322214209149247,0.6266540126617252
100354,1990,0.11711538502018147,0.6783998356581211,0.27740437241397137
100354,2009,-0.3021832410327471,0.4195053716910006,-0.2957807890004217
100355,2002,-0.583253696370501,0.4769995913415981,-1.0960233313520424
100356,1993,0.3015170332889704,0.26760706705955123,-0.15795362112420128
100356,2002,0.24740602216047594,-0.36364621728591545,0.5353209182727459
100356,2023,0.6897945249273407,1.6310818529072193,2.075428299528405
100357,2007,-0.5694512060145783,0.7000503559373721,-0.8388965675731644
100358,2000,-0.05594941435237388,0.1426526789598014,0.020699057822984535
100358,2009,-1.2730289171515716,0.07197009003870498,-1.42879981532685
100359,1996,-0.6729391963797647,-1.1905270981213034,-1.9437114667191076
100359,2000,-0.7468693298945316,-0.4109430141511528,-0.8948549584040562
100359,2011,-0.735912905175681,-1.3200356159220414,-0.9545425935138061
100359,2014,-0.1418415142656054,-1.250604550270717,-0.7725554566410026
100362,1999,,0.002119838431729082,
100362,2013,-0.31618119738304773,0.3661192007648128,0.5518664085200379
100370,1988,-0.04681739310032622,0.6292307656393722,-0.21439854171790698
100370,2007,0.02595863755386163,1.3923091315749618,-0.3189957327558122
100370,2017,-0.28792357827508164,-0.693378842239677,0.4652111432921548
100371,1999,-0.2065665166744829,0.6077698516238301,-0.7341611862426998
100371,2004,1.747079580533043,-0.3635390487198597,0.831073087415407
100372,2006,-0.09541352660282855,0.6436862705179973,1.515402535497219
100372,2008,0.39838192295692965,1.014513521647601,2.503779031151161
100372,2021,-0.9262049578302162,0.08404206745060554,-1.1219672826229505
100375,2003,-0.13223943703778165,-0.08574407016736159,-1.0333948761779237
100375,2009,-0.21928550248807444,0.36541995260913224,-0.520662707050081
100375,2015,-0.2667167738802845,1.0453978292764923,1.1746172903688064
100375,2018,0.24677416389791693,0.4939036240862629,0.5731287559517123
100377,1985,0.15072953184559193,-0.9125821313468986,0.8623439032163479
100377,2011,-0.26154171661646003,-0.8945803416563903,-0.36850287996268144
100377,2013,0.06285914482043686,0.7360777513944149,0.4897584839737243
100377,2015,0.3586630494786301,-0.5132210750814831,0.17761509621744284
100377,2020,0.15612154615932408,0.8877658676793528,0.1286729199649622
100378,2023,0.837423904336061,-1.0121446961547373,1.1711212356106013
100379,2003,,-1.601247491741957,
100379,2017,0.1880511332670182,-0.10010456515837111,-0.716149115114621
100379,2023,0.6338397544415852,-0.12199569018943117,-0.29954873135122423
100381,1996,-0.4054131596677781,0.8409474424865784,1.0381736121382072
100382,1989,0.3226277080335715,1.0581294565926764,0.8445125039176568
100382,2008,-0.6022488408624952,0.6402930058559394,-0.6650772997914811
100382,2012,0.15858987035738037,-0.7474606883824192,-0.12686331058590114
100384,1993,-0.11123546505475401,1.0243005863219972,0.6381543930859959
100384,2006,0.5905206735664591,0.9478407497314857,0.8229742250013765
100384,2014,0.07123401934799893,1.2309819285987327,0.8182538714428708
100385,2008,0.09361918710204686,0.417978325363397,-0.5331308125644164
100388,2019,0.40225956417414394,0.0031390154020938996,1.2182308874909527
100388,2023,-1.2672458379649332,-0.5490412016724023,-0.8605599143611542
100389,2014,,-0.758655503175094,
100389,2023,1.1774086353618765,0.8054586958046741,0.9531411593656568
100390,1998,,0.8592844141001917,
100393,1986,0.18008255155950278,-0.17880346487361035,0.7013621391447659
100393,1995,0.11626950167344328,0.5624872265184724,-0.31489149013103307
100394,1994,0.6739359548466162,-0.5573715548256498,-0.5619753643995381
100395,1998,,0.9806619913836969,-0.2827943460789429
100398,1977,,0.31725012489679155,
100398,1981,-0.4531394146802115,0.1906347945795622,-0.7230149702893285
100398,1989,-0.15766287426296763,-0.8243572695996148,-0.274300362826937
100398,1997,-0.21133206554520245,-0.23011412712484147,-0.6464957829702846
100398,2011,-0.012368283908813893,1.3180104776378758,0.19684456677377585
100399,2015,-0.6968256781630957,-0.9018717988081334,2.493274213276331
100401,2001,1.0996717374393665,-0.6068997950215147,0.45771328946085665
100401,2007,0.358181618383891,-0.5341692453329079,1.3201400383511346
100401,2011,0.5795167877677615,0.062087601271272864,1.1760567582284012
100403,2019,-1.2549931657932654,0.4733531594968554,0.18927734762273762
100404,2011,0.6215665366199891,1.101356888455171,2.627930326027174
100405,1979,,-0.32165969191546956,
100405,1998,-0.4270544638399382,-0.7977539321441124,0.08980813024558232
100405,2010,1.0798518185528725,0.34775672977083755,-0.24669827483850812
100406,2003,0.729860608868703,-0.3687283689726328,2.317368482142855
100406,2017,0.7732938784858475,0.9463870447255557,1.6158293973581437
100406,2022,-0.09058185172270711,0.3836634663570659,0.355685461519141
100407,1991,,-1.5062191028691416,
100407,2003,0.49881014253923484,-0.3234798440837741,-0.11009115764026578
100408,2008,0.31241368758951915,-0.9451417678158948,0.3094529022027575
100412,2005,-0.6194658345670616,0.24195993895604725,0.257067752438531
100412,2013,-0.5389145905257854,1.3448733348154382,-0.08668861883382419
100413,2013,0.1175009172137131,0.19980624023913238,0.5118274449651622
100414,2008,-0.04062323403234632,0.5637490512052189,0.19132793221054836
100415,1998,0.44100960786930277,-0.7589711172572816,0.5558017056833164
100415,2008,0.7486497809128552,0.9507912020024243,0.7654610647637319
100416,2003,-0.08108115522091548,-0.050900641673942336,-0.12455186360485455
100416,2008,-0.5905573400862388,-0.36471961828300725,-1.350559767182675
100417,1999,-0.19235531431286365,0.32588169451114163,0.014495877989621458
100417,2007,0.1476093297889896,0.2629702855103538,-0.3103530489735671
100417,2016,0.5798319492740891,0.25333897409162326,0.8431672893828522
100417,2017,0.9784469305150646,0.02273925964631966,0.7023136478781634
100418,1985,-0.4354799061486223,-0.8273989957591658,0.5389952250843177
100421,2015,0.315080228716461,-0.30224686501625636,0.4372785132981998
100421,2020,0.15567751124005236,-1.2920948896950353,-0.2741165291459216
100422,1995,-0.3312266339911907,-0.271585959893633,-0.8055796868216399
100422,2000,-0.6781538892933677,0.8599162616666028,-0.994422079736412
100423,1986,,-0.7436502050314651,
100423,2002,0.06769182380792839,-0.9514913228714436,-0.22928344538205817
100423,2017,-0.3426432363165488,-0.2364357803218938,0.32536522907699444
100426,1980,0.8038415991414145,-0.36563234007204265,0.2676761986730147
100427,2009,-1.8379061216921084,0.29526777271181825,-0.15783047744142129
100427,2021,-0.43982542423932874,-0.2203607978969133,-0.04583447582682393
100427,2023,-0.3409491957185686,0.05923682169641575,-0.3406261110166459
100428,1982,1.3580950066813113,-0.7564244125296612,1.5475055681835366
100428,1986,-0.15605877662280035,0.745818386870018,0.7113221450323435
100428,1989,-0.37192957200108534,0.7053634161067128,1.420440235426031
100428,1997,0.3566650604600509,-0.06773190972751515,2.0122717605761924
100430,2016,0.29709814295475123,-1.1959315637587915,0.41247871391901875
100431,1980,,-1.1646939038786235,
