scenario,section,left,right,method,observations,correlation
null_alpha,raw_components,rnd_positive_share_3y,asset_turnover,spearman,53970,-0.0010263993978235
null_alpha,raw_components,rnd_positive_share_3y,asset_lightness,spearman,53970,-0.0049383499641256
null_alpha,raw_components,rnd_positive_share_3y,incremental_operating_margin,spearman,51408,-0.0038241997508156
null_alpha,raw_components,rnd_positive_share_3y,capex_intensity,spearman,53970,0.0020577124510213
null_alpha,raw_components,gross_profit_lag_sga,gross_profit_lag_sga,spearman,56923,1.0
null_alpha,raw_components,gross_profit_lag_sga,revenue_change_lag_sga,spearman,56923,0.6733480686820463
null_alpha,raw_components,gross_profit_lag_sga,advertising_intensity,spearman,21534,0.4564228054400219
null_alpha,raw_components,gross_profit_lag_sga,operating_margin,spearman,56923,0.5337615598928412
null_alpha,raw_components,gross_profit_lag_sga,cash_adjusted_roic,spearman,56923,0.706845694934112
null_alpha,raw_components,gross_profit_lag_sga,gross_profitability_lag_assets,spearman,56923,0.8422445091988957
null_alpha,raw_components,gross_profit_lag_sga,cash_conversion_lag_assets,spearman,56923,0.6895543196939039
null_alpha,raw_components,gross_profit_lag_sga,asset_turnover,spearman,56923,0.6192223612043233
null_alpha,raw_components,gross_profit_lag_sga,asset_lightness,spearman,56923,0.3311525209012806
null_alpha,raw_components,gross_profit_lag_sga,incremental_operating_margin,spearman,54220,0.0798249679614839
null_alpha,raw_components,gross_profit_lag_sga,capex_intensity,spearman,56923,-0.4537629280669176
null_alpha,raw_components,revenue_change_lag_sga,revenue_change_lag_sga,spearman,56923,1.0
null_alpha,raw_components,revenue_change_lag_sga,advertising_intensity,spearman,21534,0.0531758118269869
null_alpha,raw_components,revenue_change_lag_sga,operating_margin,spearman,56923,0.0550352952325164
null_alpha,raw_components,revenue_change_lag_sga,cash_adjusted_roic,spearman,56923,0.3297448258562845
null_alpha,raw_components,revenue_change_lag_sga,gross_profitability_lag_assets,spearman,56923,0.5049967794109635
null_alpha,raw_components,revenue_change_lag_sga,cash_conversion_lag_assets,spearman,56923,0.3034118695809669
null_alpha,raw_components,revenue_change_lag_sga,asset_turnover,spearman,56923,0.6966830870853343
null_alpha,raw_components,revenue_change_lag_sga,asset_lightness,spearman,56923,0.1221925923543016
null_alpha,raw_components,revenue_change_lag_sga,incremental_operating_margin,spearman,54220,-0.0204192696880941
null_alpha,raw_components,revenue_change_lag_sga,capex_intensity,spearman,56923,-0.4609859844204483
null_alpha,raw_components,advertising_intensity,advertising_intensity,spearman,22671,1.0
null_alpha,raw_components,advertising_intensity,operating_margin,spearman,22671,0.5806693100899415
null_alpha,raw_components,advertising_intensity,cash_adjusted_roic,spearman,21534,0.5461897711628309
null_alpha,raw_components,advertising_intensity,gross_profitability_lag_assets,spearman,21534,0.2892395885350221
null_alpha,raw_components,advertising_intensity,cash_conversion_lag_assets,spearman,21534,0.5511182443608206
null_alpha,raw_components,advertising_intensity,asset_turnover,spearman,21534,0.1632406115225974
null_alpha,raw_components,advertising_intensity,asset_lightness,spearman,22671,0.2518470566005608
null_alpha,raw_components,advertising_intensity,incremental_operating_margin,spearman,20535,0.1148788884160638
null_alpha,raw_components,advertising_intensity,capex_intensity,spearman,22671,-0.1451420395859561
null_alpha,raw_components,operating_margin,operating_margin,spearman,59921,1.0
null_alpha,raw_components,operating_margin,cash_adjusted_roic,spearman,56923,0.898060259532194
null_alpha,raw_components,operating_margin,gross_profitability_lag_assets,spearman,56923,0.4902629105708038
null_alpha,raw_components,operating_margin,cash_conversion_lag_assets,spearman,56923,0.9233940385200616
null_alpha,raw_components,operating_margin,asset_turnover,spearman,56923,0.1966195788710405
null_alpha,raw_components,operating_margin,asset_lightness,spearman,59921,0.3086583257873493
null_alpha,raw_components,operating_margin,incremental_operating_margin,spearman,54220,0.2033371966668301
null_alpha,raw_components,operating_margin,capex_intensity,spearman,59921,-0.1838449975425783
null_alpha,raw_components,cash_adjusted_roic,cash_adjusted_roic,spearman,56923,1.0
null_alpha,raw_components,cash_adjusted_roic,gross_profitability_lag_assets,spearman,56923,0.7473436653978582
null_alpha,raw_components,cash_adjusted_roic,cash_conversion_lag_assets,spearman,56923,0.9832110380096644
null_alpha,raw_components,cash_adjusted_roic,asset_turnover,spearman,56923,0.570776957183621
null_alpha,raw_components,cash_adjusted_roic,asset_lightness,spearman,56923,0.5100680808095353
null_alpha,raw_components,cash_adjusted_roic,incremental_operating_margin,spearman,54220,0.1746907334510956
null_alpha,raw_components,cash_adjusted_roic,capex_intensity,spearman,56923,-0.4598208277806517
null_alpha,raw_components,gross_profitability_lag_assets,gross_profitability_lag_assets,spearman,56923,1.0
null_alpha,raw_components,gross_profitability_lag_assets,cash_conversion_lag_assets,spearman,56923,0.6967099822491112
null_alpha,raw_components,gross_profitability_lag_assets,asset_turnover,spearman,56923,0.7996936563984558
null_alpha,raw_components,gross_profitability_lag_assets,asset_lightness,spearman,56923,0.6008687621313734
null_alpha,raw_components,gross_profitability_lag_assets,incremental_operating_margin,spearman,54220,0.0796156123329587
null_alpha,raw_components,gross_profitability_lag_assets,capex_intensity,spearman,56923,-0.6176825929011704
null_alpha,raw_components,cash_conversion_lag_assets,cash_conversion_lag_assets,spearman,56923,1.0
null_alpha,raw_components,cash_conversion_lag_assets,asset_turnover,spearman,56923,0.4980762397817986
null_alpha,raw_components,cash_conversion_lag_assets,asset_lightness,spearman,56923,0.4231036554589183
null_alpha,raw_components,cash_conversion_lag_assets,incremental_operating_margin,spearman,54220,0.1821830858813499
null_alpha,raw_components,cash_conversion_lag_assets,capex_intensity,spearman,56923,-0.4236513750914836
null_alpha,raw_components,asset_turnover,asset_turnover,spearman,56923,1.0
null_alpha,raw_components,asset_turnover,asset_lightness,spearman,56923,0.5975436294158599
null_alpha,raw_components,asset_turnover,incremental_operating_margin,spearman,54220,0.0112780267321008
null_alpha,raw_components,asset_turnover,capex_intensity,spearman,56923,-0.7355134526408166
null_alpha,raw_components,asset_lightness,asset_lightness,spearman,59921,1.0
null_alpha,raw_components,asset_lightness,incremental_operating_margin,spearman,54220,0.0517888358385095
null_alpha,raw_components,asset_lightness,capex_intensity,spearman,59921,-0.5792806823815279
null_alpha,raw_components,incremental_operating_margin,incremental_operating_margin,spearman,54220,1.0
null_alpha,raw_components,incremental_operating_margin,capex_intensity,spearman,54220,-0.019371373301347
null_alpha,raw_components,capex_intensity,capex_intensity,spearman,59921,1.0
null_alpha,relative_components,rel_gross_margin,rel_gross_margin,spearman,59920,1.0
null_alpha,relative_components,rel_gross_margin,rel_revenue_cagr_3y,spearman,51101,0.0899072188829671
null_alpha,relative_components,rel_gross_margin,rel_gross_margin_volatility_3y,spearman,53969,-0.0063143118293627
null_alpha,relative_components,rel_gross_margin,rel_industry_sales_hhi,spearman,59920,-0.0019837787076008
null_alpha,relative_components,rel_gross_margin,rel_log_active_firm_count,spearman,59920,-0.0001047176880635
null_alpha,relative_components,rel_gross_margin,rel_rd_intensity_zero,spearman,59920,0.2011548899260218
null_alpha,relative_components,rel_gross_margin,rel_capitalized_rnd_stock_assets,spearman,59920,0.1915584259162372
null_alpha,relative_components,rel_gross_margin,rel_rnd_positive_share_3y,spearman,53969,-0.0077182685557544
null_alpha,relative_components,rel_gross_margin,rel_gross_profit_lag_sga,spearman,56922,0.6619630453122335
null_alpha,relative_components,rel_gross_margin,rel_revenue_change_lag_sga,spearman,56922,0.0499451592717292
null_alpha,relative_components,rel_gross_margin,rel_advertising_intensity,spearman,22657,0.3073882702686138
null_alpha,relative_components,rel_gross_margin,rel_operating_margin,spearman,59920,0.5993512492941871
null_alpha,relative_components,rel_gross_margin,rel_cash_adjusted_roic,spearman,56922,0.5799205355501591
null_alpha,relative_components,rel_gross_margin,rel_gross_profitability_lag_assets,spearman,56922,0.7069385486174843
null_alpha,relative_components,rel_gross_margin,rel_cash_conversion_lag_assets,spearman,56922,0.5815573685887517
null_alpha,relative_components,rel_gross_margin,rel_asset_turnover,spearman,56922,0.1948752443866743
null_alpha,relative_components,rel_gross_margin,rel_asset_lightness,spearman,59920,0.3129216792421294
null_alpha,relative_components,rel_gross_margin,rel_incremental_operating_margin,spearman,54201,0.116637446689485
null_alpha,relative_components,rel_gross_margin,rel_capex_intensity,spearman,59920,-0.1815686636412518
null_alpha,relative_components,rel_revenue_cagr_3y,rel_revenue_cagr_3y,spearman,51101,1.0
null_alpha,relative_components,rel_revenue_cagr_3y,rel_gross_margin_volatility_3y,spearman,51101,-0.0012219069728531
null_alpha,relative_components,rel_revenue_cagr_3y,rel_industry_sales_hhi,spearman,51101,9.631334362660864e-05
null_alpha,relative_components,rel_revenue_cagr_3y,rel_log_active_firm_count,spearman,51101,0.0043189344936678
null_alpha,relative_components,rel_revenue_cagr_3y,rel_rd_intensity_zero,spearman,51101,0.0406472724532745
null_alpha,relative_components,rel_revenue_cagr_3y,rel_capitalized_rnd_stock_assets,spearman,51101,-0.1446707860129062
null_alpha,relative_components,rel_revenue_cagr_3y,rel_rnd_positive_share_3y,spearman,51101,-0.0017961344000575
null_alpha,relative_components,rel_revenue_cagr_3y,rel_gross_profit_lag_sga,spearman,51101,0.4107582753242392
null_alpha,relative_components,rel_revenue_cagr_3y,rel_revenue_change_lag_sga,spearman,51101,0.5063844466687459
null_alpha,relative_components,rel_revenue_cagr_3y,rel_advertising_intensity,spearman,19305,0.0720767198467143
null_alpha,relative_components,rel_revenue_cagr_3y,rel_operating_margin,spearman,51101,0.0885615633841849
null_alpha,relative_components,rel_revenue_cagr_3y,rel_cash_adjusted_roic,spearman,51101,0.3230321924841133
null_alpha,relative_components,rel_revenue_cagr_3y,rel_gross_profitability_lag_assets,spearman,51101,0.4576967794271959
null_alpha,relative_components,rel_revenue_cagr_3y,rel_cash_conversion_lag_assets,spearman,51101,0.2893159719227268
null_alpha,relative_components,rel_revenue_cagr_3y,rel_asset_turnover,spearman,51101,0.5799384584823707
null_alpha,relative_components,rel_revenue_cagr_3y,rel_asset_lightness,spearman,51101,0.2185473648792338
null_alpha,relative_components,rel_revenue_cagr_3y,rel_incremental_operating_margin,spearman,48662,0.0052000704957834
null_alpha,relative_components,rel_revenue_cagr_3y,rel_capex_intensity,spearman,51101,-0.3980734253939645
null_alpha,relative_components,rel_gross_margin_volatility_3y,rel_gross_margin_volatility_3y,spearman,53969,1.0
null_alpha,relative_components,rel_gross_margin_volatility_3y,rel_industry_sales_hhi,spearman,53969,-0.0043774215970968
null_alpha,relative_components,rel_gross_margin_volatility_3y,rel_log_active_firm_count,spearman,53969,-0.0005089767601336
null_alpha,relative_components,rel_gross_margin_volatility_3y,rel_rd_intensity_zero,spearman,53969,-0.0003562408961968
null_alpha,relative_components,rel_gross_margin_volatility_3y,rel_capitalized_rnd_stock_assets,spearman,53969,-0.0086357233550708
null_alpha,relative_components,rel_gross_margin_volatility_3y,rel_rnd_positive_share_3y,spearman,53969,0.0004095078578419
null_alpha,relative_components,rel_gross_margin_volatility_3y,rel_gross_profit_lag_sga,spearman,53969,-0.0087289430419087
null_alpha,relative_components,rel_gross_margin_volatility_3y,rel_revenue_change_lag_sga,spearman,53969,-0.0027611848397507
null_alpha,relative_components,rel_gross_margin_volatility_3y,rel_advertising_intensity,spearman,20401,0.002718145348752
null_alpha,relative_components,rel_gross_margin_volatility_3y,rel_operating_margin,spearman,53969,-0.0030074375536741
null_alpha,relative_components,rel_gross_margin_volatility_3y,rel_cash_adjusted_roic,spearman,53969,-0.0056002754671758
null_alpha,relative_components,rel_gross_margin_volatility_3y,rel_gross_profitability_lag_assets,spearman,53969,-0.0073167195871956
null_alpha,relative_components,rel_gross_margin_volatility_3y,rel_cash_conversion_lag_assets,spearman,53969,-0.0047393577158306
null_alpha,relative_components,rel_gross_margin_volatility_3y,rel_asset_turnover,spearman,53969,-0.0026146806788343
null_alpha,relative_components,rel_gross_margin_volatility_3y,rel_asset_lightness,spearman,53969,-0.0039465512610289
null_alpha,relative_components,rel_gross_margin_volatility_3y,rel_incremental_operating_margin,spearman,51407,0.0321336644391148
null_alpha,relative_components,rel_gross_margin_volatility_3y,rel_capex_intensity,spearman,53969,0.0032575648580187
null_alpha,relative_components,rel_industry_sales_hhi,rel_industry_sales_hhi,spearman,59920,1.0
null_alpha,relative_components,rel_industry_sales_hhi,rel_log_active_firm_count,spearman,59920,-0.0218152850589028
null_alpha,relative_components,rel_industry_sales_hhi,rel_rd_intensity_zero,spearman,59920,-0.0002449211698744
null_alpha,relative_components,rel_industry_sales_hhi,rel_capitalized_rnd_stock_assets,spearman,59920,-0.0015123492032624
null_alpha,relative_components,rel_industry_sales_hhi,rel_rnd_positive_share_3y,spearman,53969,-0.0501433190580671
null_alpha,relative_components,rel_industry_sales_hhi,rel_gross_profit_lag_sga,spearman,56922,0.0006030195954044
null_alpha,relative_components,rel_industry_sales_hhi,rel_revenue_change_lag_sga,spearman,56922,-0.0039816544872293
null_alpha,relative_components,rel_industry_sales_hhi,rel_advertising_intensity,spearman,22657,-0.0024635511765696
null_alpha,relative_components,rel_industry_sales_hhi,rel_operating_margin,spearman,59920,-0.0036706715387115
null_alpha,relative_components,rel_industry_sales_hhi,rel_cash_adjusted_roic,spearman,56922,-0.0030101667766631
null_alpha,relative_components,rel_industry_sales_hhi,rel_gross_profitability_lag_assets,spearman,56922,-0.002362369915896
null_alpha,relative_components,rel_industry_sales_hhi,rel_cash_conversion_lag_assets,spearman,56922,-0.0023082572998859
null_alpha,relative_components,rel_industry_sales_hhi,rel_asset_turnover,spearman,56922,-0.0035473680378106
null_alpha,relative_components,rel_industry_sales_hhi,rel_asset_lightness,spearman,59920,-0.0046294702066162
null_alpha,relative_components,rel_industry_sales_hhi,rel_incremental_operating_margin,spearman,54201,0.0008675049507315
null_alpha,relative_components,rel_industry_sales_hhi,rel_capex_intensity,spearman,59920,0.0021397200384591
null_alpha,relative_components,rel_log_active_firm_count,rel_log_active_firm_count,spearman,59920,1.0
null_alpha,relative_components,rel_log_active_firm_count,rel_rd_intensity_zero,spearman,59920,-0.0031476261393637
null_alpha,relative_components,rel_log_active_firm_count,rel_capitalized_rnd_stock_assets,spearman,59920,-0.0043415538142241
null_alpha,relative_components,rel_log_active_firm_count,rel_rnd_positive_share_3y,spearman,53969,-0.0702381084985725
null_alpha,relative_components,rel_log_active_firm_count,rel_gross_profit_lag_sga,spearman,56922,0.0054026467127408
null_alpha,relative_components,rel_log_active_firm_count,rel_revenue_change_lag_sga,spearman,56922,0.0041558368154861
null_alpha,relative_components,rel_log_active_firm_count,rel_advertising_intensity,spearman,22657,-0.0008304464445685
null_alpha,relative_components,rel_log_active_firm_count,rel_operating_margin,spearman,59920,-0.0027433098091247
null_alpha,relative_components,rel_log_active_firm_count,rel_cash_adjusted_roic,spearman,56922,0.0018974274687487
null_alpha,relative_components,rel_log_active_firm_count,rel_gross_profitability_lag_assets,spearman,56922,0.0078894759598521
null_alpha,relative_components,rel_log_active_firm_count,rel_cash_conversion_lag_assets,spearman,56922,0.0009273232060031
null_alpha,relative_components,rel_log_active_firm_count,rel_asset_turnover,spearman,56922,-0.0001468526219635
null_alpha,relative_components,rel_log_active_firm_count,rel_asset_lightness,spearman,59920,-0.0014885865127932
null_alpha,relative_components,rel_log_active_firm_count,rel_incremental_operating_margin,spearman,54201,0.0011290958050799
null_alpha,relative_components,rel_log_active_firm_count,rel_capex_intensity,spearman,59920,-0.0029725686060125
null_alpha,relative_components,rel_rd_intensity_zero,rel_rd_intensity_zero,spearman,59920,1.0
null_alpha,relative_components,rel_rd_intensity_zero,rel_capitalized_rnd_stock_assets,spearman,59920,0.5767867910289827
null_alpha,relative_components,rel_rd_intensity_zero,rel_rnd_positive_share_3y,spearman,53969,0.3307442695154485
null_alpha,relative_components,rel_rd_intensity_zero,rel_gross_profit_lag_sga,spearman,56922,0.1705641342792421
null_alpha,relative_components,rel_rd_intensity_zero,rel_revenue_change_lag_sga,spearman,56922,0.0244818718483688
null_alpha,relative_components,rel_rd_intensity_zero,rel_advertising_intensity,spearman,22657,0.1590840729809884
null_alpha,relative_components,rel_rd_intensity_zero,rel_operating_margin,spearman,59920,0.1932058015903672
null_alpha,relative_components,rel_rd_intensity_zero,rel_cash_adjusted_roic,spearman,56922,0.2196315919279396
null_alpha,relative_components,rel_rd_intensity_zero,rel_gross_profitability_lag_assets,spearman,56922,0.1861069628460422
