scenario,horizon_months,signal,signal_label,weighting,industry_neutral,delay_months,cost_scenario,months,first_month,last_month,mean_monthly_gross_capacity_return,annualized_gross_capacity_return,annualized_gross_capacity_sharpe,mean_monthly_net_return,annualized_net_return,annualized_net_sharpe,net_maximum_drawdown,net_hit_rate,average_turnover,average_costed_turnover,annualized_transaction_cost,annualized_borrow_cost,average_capacity_fill_ratio,average_long_gross_exposure,average_short_gross_exposure,net_factor_alpha_monthly,net_factor_alpha_hac_standard_error,net_factor_alpha_t_stat,net_factor_alpha_p_value,net_factor_r_squared
null_alpha,6,migration_surprise,migration_surprise,equal,True,1,low,143,2002-05-31,2020-01-31,0.0008490514099658,0.0101886169195907,0.1884445242367007,-0.0048268175821877,-0.0579218109862533,-1.0607205598207303,-0.5493135749833702,0.3706293706293706,0.5879669355987402,0.5863408716393822,0.0398974457135001,0.0282129821923439,0.8553287170409206,0.8623410125182848,0.8483164215635567,-0.0058184330673107,0.001617592002285,-3.5969719552837804,0.0003219431790356,0.053388895351918
null_alpha,6,migration_surprise,migration_surprise,equal,True,1,severe,143,2002-05-31,2020-01-31,0.0008490514099658,0.0101886169195907,0.1884445242367007,-0.0126490736110499,-0.1517888833325988,-2.535752855175947,-0.8414814937588085,0.2027972027972027,0.5879669355987402,0.5863408716393822,0.1337645180598456,0.0282129821923439,0.8553287170409206,0.8623410125182848,0.8483164215635567,-0.0135780052156509,0.001791847034127,-7.577658671218915,3.5184658520245565e-14,0.0458288307715697
null_alpha,6,migration_surprise,migration_surprise,value,False,0,conservative,143,2002-04-30,2019-12-31,0.0003188179072895,0.003825814887475,0.0628233493004052,-0.0055927467024655,-0.0671129604295861,-1.0820094030025862,-0.6111216836831553,0.3776223776223776,0.4205170093209243,0.4194902803672451,0.0519280262144227,0.0190107491026384,0.6161010003919695,0.6036344638440515,0.6285675369398873,-0.0064419231869493,0.0017497347439611,-3.681657010688157,0.0002317230146368,0.0990314970653538
null_alpha,6,migration_surprise,migration_surprise,value,False,0,low,143,2002-04-30,2019-12-31,0.0003188179072895,0.003825814887475,0.0628233493004052,-0.0034290789435312,-0.0411489473223747,-0.6704671329463717,-0.5257384601395529,0.4195804195804196,0.4205170093209243,0.4194902803672451,0.0259640131072113,0.0190107491026384,0.6161010003919695,0.6036344638440515,0.6285675369398873,-0.0042856263192582,0.0017122423021271,-2.502932157402133,0.0123169151580356,0.1018745863344049
null_alpha,6,migration_surprise,migration_surprise,value,False,0,severe,143,2002-04-30,2019-12-31,0.0003188179072895,0.003825814887475,0.0628233493004052,-0.0085953950221342,-0.1031447402656113,-1.6200116548816983,-0.7160060820290732,0.3076923076923077,0.4205170093209243,0.4194902803672451,0.087959806050448,0.0190107491026384,0.6161010003919695,0.6036344638440515,0.6285675369398873,-0.0094346484240688,0.001818224452543,-5.188934958427923,2.115002480197929e-07,0.0936775947992649
null_alpha,6,migration_surprise,migration_surprise,value,False,1,conservative,143,2002-05-31,2020-01-31,-0.0006595069088834,-0.0079140829066011,-0.1358261697856415,-0.0065531611573983,-0.0786379338887807,-1.3300973025837235,-0.66395710145016,0.3846153846153846,0.4200162689105218,0.4188291726640351,0.0517600747123475,0.018963776269832,0.6149909330112503,0.6023137062694778,0.6276681597530227,-0.0075085428152074,0.0016985175761259,-4.420644755606981,9.840683775381902e-06,0.0900754661164692
null_alpha,6,migration_surprise,migration_surprise,value,False,1,low,143,2002-05-31,2020-01-31,-0.0006595069088834,-0.0079140829066011,-0.1358261697856415,-0.0043964913777172,-0.052757896532607,-0.901648616083454,-0.5889015636942994,0.4055944055944055,0.4200162689105218,0.4188291726640351,0.0258800373561737,0.018963776269832,0.6149909330112503,0.6023137062694778,0.6276681597530227,-0.005364364809998,0.0016750051952278,-3.2025959234523294,0.001361949337638,0.0895993249118891
null_alpha,6,migration_surprise,migration_surprise,value,False,1,severe,143,2002-05-31,2020-01-31,-0.0006595069088834,-0.0079140829066011,-0.1358261697856415,-0.0095474892824076,-0.1145698713888913,-1.8869332659677656,-0.7661148498063574,0.3356643356643357,0.4200162689105218,0.4188291726640351,0.0876920122124581,0.018963776269832,0.6149909330112503,0.6023137062694778,0.6276681597530227,-0.0104858110337249,0.0017496918144209,-5.9929474135393725,2.0607150331495252e-09,0.0890808899932285
null_alpha,6,migration_surprise,migration_surprise,value,True,0,conservative,143,2002-04-30,2019-12-31,0.0006069766458251,0.0072837197499013,0.1313055295649093,-0.0052263731855685,-0.0627164782268221,-1.0962972526625354,-0.5701315829862146,0.4265734265734265,0.4144821763405166,0.4134392638999296,0.0515469099019218,0.0184532880748016,0.6079461049109793,0.6087419633002971,0.6071502465216614,-0.0062042260496606,0.001535060241278,-4.041682458334712,5.306906484832586e-05,0.1219545984685446
null_alpha,6,migration_surprise,migration_surprise,value,True,0,low,143,2002-04-30,2019-12-31,0.0006069766458251,0.0072837197499013,0.1313055295649093,-0.0030785852729884,-0.0369430232758611,-0.6575041023475416,-0.476856531253739,0.4615384615384615,0.4144821763405166,0.4134392638999296,0.0257734549509609,0.0184532880748016,0.6079461049109793,0.6087419633002971,0.6071502465216614,-0.0040635666718631,0.0014864809076658,-2.733682384285697,0.0062630426485573,0.1261672630688296
null_alpha,6,migration_surprise,migration_surprise,value,True,0,severe,143,2002-04-30,2019-12-31,0.0006069766458251,0.0072837197499013,0.1313055295649093,-0.0082010396259484,-0.0984124755113813,-1.659082209863972,-0.6959624090333829,0.3566433566433566,0.4144821763405166,0.4134392638999296,0.087242907186481,0.0184532880748016,0.6079461049109793,0.6087419633002971,0.6071502465216614,-0.0091690961187582,0.0016186000667373,-5.664831175523406,1.4716936191749922e-08,0.1143979680484996
null_alpha,6,migration_surprise,migration_surprise,value,True,1,conservative,143,2002-05-31,2020-01-31,-0.0010870253734138,-0.0130443044809661,-0.2382367386111865,-0.0068908781732424,-0.0826905380789089,-1.4711432087765914,-0.6540911566296915,0.3496503496503496,0.4136732831198605,0.4122002484535605,0.0512442004020381,0.0184020331959045,0.6066833585990123,0.6070119888959246,0.6063547283020999,-0.0077928362711633,0.0013692494966836,-5.691319434506192,1.260614193800424e-08,0.1143241656581838
null_alpha,6,migration_surprise,migration_surprise,value,True,1,low,143,2002-05-31,2020-01-31,-0.0010870253734138,-0.0130443044809661,-0.2382367386111865,-0.0047557031564908,-0.0570684378778898,-1.031601658154078,-0.5678781940022715,0.4055944055944055,0.4136732831198605,0.4122002484535605,0.025622100201019,0.0184020331959045,0.6066833585990123,0.6070119888959246,0.6063547283020999,-0.0056721958833673,0.0013346715870481,-4.24988134789938,2.1388378238393584e-05,0.1149632932292403
null_alpha,6,migration_surprise,migration_surprise,value,True,1,severe,143,2002-05-31,2020-01-31,-0.0010870253734138,-0.0130443044809661,-0.2382367386111865,-0.0098504536869011,-0.1182054442428134,-2.0332094868497843,-0.7703599991663507,0.3216783216783216,0.4136732831198605,0.4122002484535605,0.0867591065659426,0.0184020331959045,0.6066833585990123,0.6070119888959246,0.6063547283020999,-0.0107323896511324,0.0014373979390623,-7.466540308339168,8.23307612962719e-14,0.1112605606012692
null_alpha,6,velocity_log_odds,raw_migration,equal,False,0,conservative,153,2001-03-31,2019-12-31,0.0005872523286641,0.0070470279439696,0.1231304908883812,-0.0088680994706516,-0.1064171936478195,-1.773158912398681,-0.7443728928401914,0.3202614379084967,0.616611021478616,0.6150374011418801,0.0838863269050206,0.0295778946867685,0.8911968774869078,0.8941099501213021,0.8882838048525137,-0.0085549541335167,0.0014818576611648,-5.773128120005555,7.781322897997104e-09,0.0876452006319331
null_alpha,6,velocity_log_odds,raw_migration,equal,False,0,low,153,2001-03-31,2019-12-31,0.0005872523286641,0.0070470279439696,0.1231304908883812,-0.0053728358496091,-0.0644740301953092,-1.1125603915329183,-0.5763329640739436,0.4117647058823529,0.616611021478616,0.6150374011418801,0.0419431634525103,0.0295778946867685,0.8911968774869078,0.8941099501213021,0.8882838048525137,-0.0050719617715481,0.0014362177211658,-3.531471375684667,0.0004132545866569,0.0860915954470085
null_alpha,6,velocity_log_odds,raw_migration,equal,False,0,severe,153,2001-03-31,2019-12-31,0.0005872523286641,0.0070470279439696,0.1231304908883812,-0.0135934378939779,-0.163121254727735,-2.5300407142399486,-0.8758876957277789,0.2222222222222222,0.616611021478616,0.6150374011418801,0.140590387984936,0.0295778946867685,0.8911968774869078,0.8941099501213021,0.8882838048525137,-0.0132642090283868,0.0015861598049659,-8.362467001660042,6.142016756794102e-17,0.0864303971007224
null_alpha,6,velocity_log_odds,raw_migration,equal,False,1,conservative,153,2001-04-30,2020-01-31,0.0018946423041929,0.0227357076503153,0.3677374534280304,-0.0074731041195591,-0.0896772494347094,-1.484805788134714,-0.7049366644900974,0.3006535947712418,0.6128571397029343,0.6110937139366458,0.0830823779056424,0.0293305791793823,0.8878038307505537,0.8913324088251434,0.8842752526759639,-0.0069243483961932,0.0015794882498877,-4.383918903281002,1.1656318052214026e-05,0.0468086650002659
null_alpha,6,velocity_log_odds,raw_migration,equal,False,1,low,153,2001-04-30,2020-01-31,0.0018946423041929,0.0227357076503153,0.3677374534280304,-0.0040113383734906,-0.0481360604818882,-0.7941880622547487,-0.5159790103412307,0.3790849673202614,0.6128571397029343,0.6110937139366458,0.0415411889528212,0.0293305791793823,0.8878038307505537,0.8913324088251434,0.8842752526759639,-0.0034971423851735,0.0015816911489031,-2.2110147025850475,0.0270348189417022,0.0401209542593187
null_alpha,6,velocity_log_odds,raw_migration,equal,False,1,severe,153,2001-04-30,2020-01-31,0.0018946423041929,0.0227357076503153,0.3677374534280304,-0.0121570572935008,-0.1458846875220102,-2.3572691570643243,-0.8516731520411669,0.2156862745098039,0.6128571397029343,0.6110937139366458,0.1392898159929432,0.0293305791793823,0.8878038307505537,0.8913324088251434,0.8842752526759639,-0.0115620956558339,0.0016184675276209,-7.14385395969587,9.074981767118372e-13,0.053694676043109
null_alpha,6,velocity_log_odds,raw_migration,equal,True,0,conservative,153,2001-03-31,2019-12-31,0.0003288088574967,0.003945706289961,0.0657851087958503,-0.0086318396888734,-0.1035820762664818,-1.6613300476448956,-0.7406034560496426,0.3137254901960784,0.5832982879513221,0.5819188212131902,0.0794001043453134,0.0281276782111295,0.8476260683564948,0.8521238297412453,0.8431283069717439,-0.0085268048864034,0.0017319354332806,-4.923281043019008,8.510509040491044e-07,0.0624655151057539
null_alpha,6,velocity_log_odds,raw_migration,equal,True,0,low,153,2001-03-31,2019-12-31,0.0003288088574967,0.003945706289961,0.0657851087958503,-0.0053235020078187,-0.0638820240938252,-1.0543608346767002,-0.5810583227039674,0.3856209150326797,0.5832982879513221,0.5819188212131902,0.0397000521726567,0.0281276782111295,0.8476260683564948,0.8521238297412453,0.8431283069717439,-0.0052250932643358,0.0016964418019609,-3.08003095555416,0.0020697908139697,0.0582466010752803
null_alpha,6,velocity_log_odds,raw_migration,equal,True,0,severe,153,2001-03-31,2019-12-31,0.0003288088574967,0.003945706289961,0.0657851087958503,-0.0131040150123545,-0.1572481801482551,-2.3771713367944165,-0.8679478398950022,0.2549019607843137,0.5832982879513221,0.5819188212131902,0.1330662082270866,0.0281276782111295,0.8476260683564948,0.8521238297412453,0.8431283069717439,-0.0129902630962817,0.0018132358606915,-7.164133126799682,7.828030546217751e-13,0.0660393374286771
null_alpha,6,velocity_log_odds,raw_migration,equal,True,1,conservative,153,2001-04-30,2020-01-31,0.0012984695435257,0.0155816345223088,0.2403559787884624,-0.0075678652038463,-0.0908143824461562,-1.4064979205800725,-0.7139328741065648,0.3071895424836601,0.5795424810124689,0.5776836567146958,0.0785054450310472,0.0278905719374177,0.8444405306526316,0.8489032459038238,0.839977815401439,-0.0072264286351439,0.0016130986557408,-4.479842946633041,7.469798167271422e-06,0.0295345769131816
null_alpha,6,velocity_log_odds,raw_migration,equal,True,1,low,153,2001-04-30,2020-01-31,0.0012984695435257,0.0155816345223088,0.2403559787884624,-0.0042968049942193,-0.0515616599306326,-0.8021735417880139,-0.5422766149284481,0.3725490196078431,0.5795424810124689,0.5776836567146958,0.0392527225155236,0.0278905719374177,0.8444405306526316,0.8489032459038238,0.839977815401439,-0.0039852724957104,0.001594079769144,-2.5000458401465457,0.012417723743904,0.0247760235783355
null_alpha,6,velocity_log_odds,raw_migration,equal,True,1,severe,153,2001-04-30,2020-01-31,0.0012984695435257,0.0155816345223088,0.2403559787884624,-0.0119942927269027,-0.1439315127228326,-2.167977302316139,-0.8491179598973394,0.2483660130718954,0.5795424810124689,0.5776836567146958,0.1316225753077236,0.0278905719374177,0.8444405306526316,0.8489032459038238,0.839977815401439,-0.0116127091081102,0.0016752026453085,-6.932121997677002,4.145741819608477e-12,0.0350650175329185
null_alpha,6,velocity_log_odds,raw_migration,value,False,0,conservative,153,2001-03-31,2019-12-31,0.0005265323495774,0.0063183881949296,0.1056925536068177,-0.0050096449165119,-0.0601157389981439,-0.9753429550081146,-0.5465525888381644,0.3725490196078431,0.3983326743804996,0.3972406444293123,0.0490908276233421,0.0173432995697314,0.5823125902078212,0.5902857486427177,0.5743394317729248,-0.0047965740660091,0.0016455304063786,-2.9149106254226886,0.0035579041620558,0.0393782767965746
null_alpha,6,velocity_log_odds,raw_migration,value,False,0,low,153,2001-03-31,2019-12-31,0.0005265323495774,0.0063183881949296,0.1056925536068177,-0.0029641937655394,-0.0355703251864729,-0.5876726786887582,-0.4202661307394747,0.4052287581699346,0.3983326743804996,0.3972406444293123,0.024545413811671,0.0173432995697314,0.5823125902078212,0.5902857486427177,0.5743394317729248,-0.0027666907060816,0.0016263108763873,-1.7012065443647213,0.0889042093945747,0.0400831019801117
null_alpha,6,velocity_log_odds,raw_migration,value,False,0,severe,153,2001-03-31,2019-12-31,0.0005265323495774,0.0063183881949296,0.1056925536068177,-0.0078495773563432,-0.0941949282761185,-1.4772018168815448,-0.6951628414661841,0.2875816993464052,0.3983326743804996,0.3972406444293123,0.0831700169013166,0.0173432995697314,0.5823125902078212,0.5902857486427177,0.5743394317729248,-0.0076151357146686,0.0016874594032363,-4.512781581627297,6.398290440509444e-06,0.0385541397193713
null_alpha,6,velocity_log_odds,raw_migration,value,False,1,conservative,153,2001-04-30,2020-01-31,0.0011922231047201,0.0143066772566413,0.2234849555678325,-0.0043203632219016,-0.0518443586628201,-0.8199414887596727,-0.5109689266995684,0.3660130718954248,0.3979540383093742,0.3966732835533733,0.0488453660105976,0.0173056699088638,0.5811718508008452,0.5890135428194327,0.5733301587822578,-0.0040463004715716,0.0016647851296039,-2.4305241557114643,0.0150770010075381,0.0169335016266537
null_alpha,6,velocity_log_odds,raw_migration,value,False,1,low,153,2001-04-30,2020-01-31,0.0011922231047201,0.0143066772566413,0.2234849555678325,-0.0022851396381267,-0.0274216756575213,-0.4320026034756529,-0.3352267362933829,0.4052287581699346,0.3979540383093742,0.3966732835533733,0.0244226830052988,0.0173056699088638,0.5811718508008452,0.5890135428194327,0.5733301587822578,-0.0020205510634562,0.0017029741708737,-1.186483681322975,0.2354313421814904,0.0166098165015319
null_alpha,6,velocity_log_odds,raw_migration,value,False,1,severe,153,2001-04-30,2020-01-31,0.0011922231047201,0.0143066772566413,0.2234849555678325,-0.0071489333727833,-0.0857872004733999,-1.3503382108018664,-0.682586344176096,0.3137254901960784,0.3979540383093742,0.3966732835533733,0.0827882078211774,0.0173056699088638,0.5811718508008452,0.5890135428194327,0.5733301587822578,-0.0068617819188236,0.0016307551816365,-4.207732709417171,2.579457156012705e-05,0.0174424570531638
null_alpha,6,velocity_log_odds,raw_migration,value,True,0,conservative,153,2001-03-31,2019-12-31,0.0004595108750006,0.0055141305000073,0.0998246008199314,-0.0052259111094606,-0.0627109333135281,-1.100775349332234,-0.5575507524830599,0.3986928104575163,0.4063532782030735,0.4054053851722471,0.0506293904560462,0.0175956733574892,0.5963227909549321,0.611459042568273,0.5811865393415914,-0.0055991978705826,0.0014561617862633,-3.8451756689418217,0.0001204661052602,0.0391325598645309
null_alpha,6,velocity_log_odds,raw_migration,value,True,0,low,153,2001-03-31,2019-12-31,0.0004595108750006,0.0055141305000073,0.0998246008199314,-0.003116353173792,-0.037396238085505,-0.6695176143329309,-0.4340466924343553,0.4248366013071895,0.4063532782030735,0.4054053851722471,0.0253146952280231,0.0175956733574892,0.5963227909549321,0.611459042568273,0.5811865393415914,-0.0035036164825252,0.0014369418913712,-2.438245070008959,0.0147587645352487,0.0398132565977259
null_alpha,6,velocity_log_odds,raw_migration,value,True,0,severe,153,2001-03-31,2019-12-31,0.0004595108750006,0.0055141305000073,0.0998246008199314,-0.0081462798154737,-0.0977553577856852,-1.6516939151211147,-0.7145191224059104,0.3071895424836601,0.4063532782030735,0.4054053851722471,0.0856738149282033,0.0175956733574892,0.5963227909549321,0.611459042568273,0.5811865393415914,-0.0085004991440215,0.0015008255998385,-5.663882029288333,1.4798616699741805e-08,0.0383915034589785
null_alpha,6,velocity_log_odds,raw_migration,value,True,1,conservative,153,2001-04-30,2020-01-31,0.0012798122912935,0.0153577474955223,0.2511286644749621,-0.0043567127400858,-0.0522805528810298,-0.8598749226421857,-0.5003299044837471,0.4117647058823529,0.4049344042883551,0.40323062802055,0.0500805023505578,0.0175577980259944,0.5947715367688604,0.6090859704902954,0.5804571030474253,-0.0045374474170056,0.001263373141425,-3.591533861395504,0.0003287374533113,0.0090516253041871
null_alpha,6,velocity_log_odds,raw_migration,value,True,1,low,153,2001-04-30,2020-01-31,0.0012798122912935,0.0153577474955223,0.2511286644749621,-0.0022700251421459,-0.0272403017057509,-0.4481118855518913,-0.3231889753715826,0.4379084967320261,0.4049344042883551,0.40323062802055,0.0250402511752789,0.0175577980259944,0.5947715367688604,0.6090859704902954,0.5804571030474253,-0.0024620166634645,0.0012883047563129,-1.9110514429137933,0.0559979703132851,0.0084884796113386
null_alpha,6,velocity_log_odds,raw_migration,value,True,1,severe,153,2001-04-30,2020-01-31,0.0012798122912935,0.0153577474955223,0.2511286644749621,-0.0072498615940668,-0.086998339128802,-1.4149093738591096,-0.6781565316718536,0.3594771241830065,0.4049344042883551,0.40323062802055,0.0847982885983299,0.0175577980259944,0.5947715367688604,0.6090859704902954,0.5804571030474253,-0.0074146872895661,0.001253597032315,-5.914729453270499,3.3242152991797103e-09,0.0100634563196858
null_alpha,6,viability_log_odds,static_viability,equal,False,0,conservative,193,2000-03-31,2019-12-31,-0.0016678731661515,-0.0200144779938183,-0.3463735312329281,-0.0111374154347875,-0.1336489852174502,-2.2220566584100663,-0.8854228230833121,0.2435233160621761,0.6197183461996331,0.6182710629856206,0.0844536808565978,0.029180826367034,0.8936694759743424,0.8923087735991508,0.8950301783495339,-0.0103870637278256,0.001308517221595,-7.9380412855122175,2.053989766926155e-15,0.0469908299932351
null_alpha,6,viability_log_odds,static_viability,equal,False,0,low,193,2000-03-31,2019-12-31,-0.0016678731661515,-0.0200144779938183,-0.3463735312329281,-0.0076185120657626,-0.0914221447891513,-1.5681351913628307,-0.7741887017008238,0.3367875647668393,0.6197183461996331,0.6182710629856206,0.0422268404282989,0.029180826367034,0.8936694759743424,0.8923087735991508,0.8950301783495339,-0.0069528929528348,0.0012486100184549,-5.568506459237503,2.5693210627497004e-08,0.0439221193418455
null_alpha,6,viability_log_odds,static_viability,equal,False,0,severe,193,2000-03-31,2019-12-31,-0.0016678731661515,-0.0200144779938183,-0.3463735312329281,-0.0158928609297836,-0.1907143311574041,-2.966564703900574,-0.954456581187145,0.155440414507772,0.6197183461996331,0.6182710629856206,0.1415190267965516,0.029180826367034,0.8936694759743424,0.8923087735991508,0.8950301783495339,-0.0150292557419985,0.0014251602268885,-10.545660381507004,5.319780111590542e-26,0.0494572873398027
null_alpha,6,viability_log_odds,static_viability,equal,False,1,conservative,193,2000-04-30,2020-01-31,-0.0004064290338454,-0.0048771484061451,-0.085453012103459,-0.0098014903520658,-0.1176178842247906,-2.0250980287497184,-0.8545834956038874,0.2487046632124352,0.6160640893577949,0.6143903424245324,0.0836926484225906,0.0290480873960548,0.8905349159320476,0.8893075513285272,0.8917622805355675,-0.0094777821990301,0.001387992315926,-6.828411144846005,8.58602226286471e-12,0.0433582282953619
null_alpha,6,viability_log_odds,static_viability,equal,False,1,low,193,2000-04-30,2020-01-31,-0.0004064290338454,-0.0048771484061451,-0.085453012103459,-0.0063142966677912,-0.0757715600134953,-1.327765568089417,-0.7166859548935548,0.3316062176165803,0.6160640893577949,0.6143903424245324,0.0418463242112953,0.0290480873960548,0.8905349159320476,0.8893075513285272,0.8917622805355675,-0.005981539211928,0.0013415418735085,-4.458704815739131,8.245638294368676e-06,0.042042461400954
null_alpha,6,viability_log_odds,static_viability,equal,False,1,severe,193,2000-04-30,2020-01-31,-0.0004064290338454,-0.0048771484061451,-0.085453012103459,-0.0145174647211895,-0.1742095766542747,-2.8476602872148526,-0.9414265057893472,0.1295336787564766,0.6160640893577949,0.6143903424245324,0.1402843408520747,0.0290480873960548,0.8905349159320476,0.8893075513285272,0.8917622805355675,-0.0142059569661138,0.0014859031445343,-9.56048650840276,1.1720443287737145e-21,0.0441646772968297
null_alpha,6,viability_log_odds,static_viability,equal,True,0,conservative,193,2000-03-31,2019-12-31,-0.0015931962123513,-0.0191183545482164,-0.3224110151225706,-0.0105784147947587,-0.1269409775371055,-2.0595977426487777,-0.8693519565763931,0.3005181347150259,0.5870605290379189,0.5855063139938902,0.0799396687853353,0.0278829542035536,0.8501133351899409,0.8523206709288182,0.8479059994510638,-0.009930040433698,0.0014010979616664,-7.08732772823935,1.3672633750969105e-12,0.0421376882566745
null_alpha,6,viability_log_odds,static_viability,equal,True,0,low,193,2000-03-31,2019-12-31,-0.0015931962123513,-0.0191183545482164,-0.3224110151225706,-0.0072475952620364,-0.0869711431444378,-1.4522665661643204,-0.7505829201769321,0.3523316062176165,0.5870605290379189,0.5855063139938902,0.0399698343926676,0.0278829542035536,0.8501133351899409,0.8523206709288182,0.8479059994510638,-0.0066734802312258,0.0013613134663642,-4.902236256465841,9.475178256381174e-07,0.0402924903027913
null_alpha,6,viability_log_odds,static_viability,equal,True,0,severe,193,2000-03-31,2019-12-31,-0.0015931962123513,-0.0191183545482164,-0.3224110151225706,-0.0150802469554688,-0.1809629634656265,-2.767525732752641,-0.9457564338556268,0.2124352331606217,0.5870605290379189,0.5855063139938902,0.1339616547138564,0.0278829542035536,0.8501133351899409,0.8523206709288182,0.8479059994510638,-0.0143325570908339,0.0014868312447026,-9.639666331938482,5.436439590936716e-22,0.0437201299905485
